sample_index,class0_sum,class1_sum,predicted_label
564,6,-10,0
565,10,-8,0
566,10,-10,0
567,10,-4,0
568,-4,0,1
569,10,-10,0
570,6,-10,0
571,10,-10,0
572,10,-10,0
573,1,2,1
574,4,-2,0
575,2,-1,0
576,10,-10,0
577,-2,4,1
578,10,-10,0
579,10,-7,0
580,5,-3,0
581,10,-10,0
582,10,-10,0
583,6,-4,0
584,4,-2,0
585,10,-8,0
586,4,-3,0
587,7,-1,0
588,5,0,0
589,4,-5,0
590,5,-6,0
591,7,-4,0
592,2,-2,0
593,1,-3,0
594,7,-9,0
595,10,-10,0
596,9,-10,0
597,10,-10,0
598,10,-10,0
599,1,3,1
600,10,-7,0
601,6,-4,0
602,10,-10,0
603,2,-1,0
604,10,-10,0
605,4,-3,0
606,10,-10,0
607,0,4,1
608,0,4,1
609,10,-10,0
610,7,-10,0
611,-3,0,1
612,10,-10,0
613,4,-6,0
614,10,-10,0
615,-4,2,1
616,10,-10,0
617,8,-10,0
618,0,8,1
619,10,-10,0
620,10,-10,0
621,1,-2,0
622,8,-7,0
623,8,-5,0
624,8,-6,0
625,10,-10,0
626,1,-5,0
627,10,-10,0
628,10,-4,0
629,4,-10,0
630,10,-7,0
631,10,-10,0
632,-2,4,1
633,5,-8,0
634,7,-10,0
635,-1,1,1
636,10,-10,0
637,10,-2,0
638,5,-1,0
639,7,-10,0
640,10,-10,0
641,0,-3,0
642,3,6,1
643,5,-4,0
644,6,-2,0
645,8,-4,0
646,10,-4,0
647,9,-10,0
648,9,-10,0
649,2,3,1
650,10,-8,0
651,3,-8,0
652,10,-10,0
653,10,-10,0
654,2,-3,0
655,1,2,1
656,6,-10,0
657,10,-9,0
658,7,-10,0
659,10,-9,0
660,6,-10,0
661,10,-10,0
662,10,-8,0
663,10,-6,0
664,7,-2,0
665,1,-3,0
666,-3,-1,1
667,0,3,1
668,4,-1,0
669,6,-9,0
670,10,-10,0
671,10,-10,0
672,10,-10,0
673,7,-10,0
674,-1,4,1
675,7,-7,0
676,0,-3,0
677,-1,-1,0
678,3,-2,0
679,10,0,0
680,5,-4,0
681,6,-10,0
682,-2,-1,1
683,8,-8,0
684,7,-10,0
685,2,-6,0
686,8,-7,0
687,10,-5,0
688,8,-10,0
689,10,-10,0
690,-5,0,1
691,5,-7,0
692,10,-2,0
693,10,-6,0
694,4,0,0
695,10,-9,0
696,10,-10,0
697,4,-9,0
698,10,-10,0
699,3,-2,0
700,-6,4,1
701,10,-10,0
702,6,-5,0
703,-4,2,1
704,4,1,0
705,-8,10,1
706,10,-10,0
707,8,-6,0
708,10,-10,0
709,-5,4,1
710,10,-10,0
711,3,-6,0
712,2,-1,0
713,6,-10,0
714,1,-1,0
715,0,-4,0
716,10,-10,0
717,3,-3,0
718,10,-6,0
719,1,4,1
720,8,-10,0
721,10,-10,0
722,-7,0,1
723,-5,4,1
724,4,-8,0
725,3,-7,0
726,-1,2,1
727,6,-10,0
728,10,-10,0
729,10,-10,0
730,6,-7,0
731,10,-10,0
732,10,-10,0
733,5,-8,0
734,5,-6,0
735,10,-10,0
736,1,-2,0
737,10,-10,0
738,10,-4,0
739,10,-5,0
740,8,-1,0
741,10,-9,0
742,3,-3,0
743,4,-5,0
744,7,-6,0
745,2,-2,0
746,3,-2,0
747,8,-10,0
748,10,-7,0
749,5,-4,0
750,8,-5,0
751,10,-10,0
752,7,-10,0
753,-1,0,1
754,-1,6,1
755,-4,2,1
756,10,-10,0
757,-3,3,1
758,7,-1,0
759,10,-7,0
760,4,-1,0
761,-2,0,1
762,-1,1,1
763,7,-4,0
764,5,0,0
765,10,-7,0
766,10,-10,0
767,10,-10,0
768,6,1,0
769,-3,4,1
770,10,-10,0
771,10,-10,0
772,10,-8,0
773,8,-5,0
774,8,-6,0
775,8,-10,0
776,-3,8,1
777,10,-10,0
778,9,-6,0
779,0,6,1
780,-3,-1,1
781,3,-5,0
782,8,-7,0
783,4,-10,0
784,10,-10,0
785,-5,8,1
786,10,-7,0
787,10,-10,0
788,7,-2,0
789,-1,-6,0
790,10,-10,0
791,10,-10,0
792,6,-4,0
793,10,-4,0
794,10,-10,0
795,1,-2,0
796,2,-1,0
797,0,0,0
798,10,-10,0
799,10,-9,0
800,10,-5,0
801,3,-1,0
802,4,-3,0
803,10,-4,0
804,1,1,0
805,6,-6,0
806,-5,6,1
807,10,-7,0
808,1,2,1
809,-1,2,1
810,-3,4,1
811,10,-10,0
812,5,-2,0
813,10,-9,0
814,6,-6,0
815,10,-10,0
816,10,-10,0
817,10,-10,0
818,10,-5,0
819,0,-1,0
820,10,-10,0
821,5,-5,0
822,1,0,0
823,5,-4,0
824,3,-3,0
825,10,-10,0
826,-4,-1,1
827,-3,4,1
828,-9,4,1
829,-1,1,1
830,5,-1,0
831,-4,-1,1
832,-2,0,1
833,10,-9,0
834,10,-10,0
835,8,-8,0
836,10,-10,0
837,8,-5,0
838,3,-2,0
839,2,-2,0
840,7,-9,0
841,3,-2,0
842,10,-10,0
843,-1,1,1
844,9,-6,0
845,7,-4,0
846,3,-2,0
847,-2,1,1
848,6,-7,0
849,7,-10,0
850,0,3,1
851,2,0,0
852,10,-10,0
853,10,-9,0
854,5,-8,0
855,10,-10,0
856,-2,6,1
857,2,2,0
858,10,-10,0
859,10,-10,0
860,3,-3,0
861,10,-10,0
862,9,-1,0
863,10,-10,0
864,3,-4,0
865,10,-10,0
866,10,-10,0
867,4,-10,0
868,7,-9,0
869,5,7,1
870,5,-3,0
871,10,-8,0
872,10,-7,0
873,10,-10,0
874,-1,-3,0
875,10,-9,0
876,8,-10,0
877,0,3,1
878,1,3,1
879,2,2,0
880,10,-10,0
881,7,-10,0
882,10,-10,0
883,-5,5,1
884,-4,0,1
885,10,-10,0
886,10,-10,0
887,7,-8,0
888,3,-4,0
889,1,-3,0
890,3,-5,0
891,9,-10,0
892,3,0,0
893,10,-10,0
894,3,2,0
895,1,-2,0
896,3,-4,0
897,7,-4,0
898,0,1,1
899,10,-9,0
900,-1,-1,0
901,1,-9,0
902,-2,2,1
903,4,7,1
904,10,-3,0
905,0,-1,0
906,-4,-9,0
907,10,-10,0
908,10,-10,0
909,6,0,0
910,3,-2,0
911,0,3,1
912,10,-6,0
913,2,-3,0
914,10,-10,0
915,7,-3,0
916,-4,3,1
917,10,-10,0
918,5,-4,0
919,7,-2,0
920,-4,3,1
921,10,-10,0
922,1,-2,0
923,4,-4,0
924,3,1,0
925,-3,2,1
926,10,-10,0
927,7,-4,0
928,9,-6,0
929,5,-2,0
930,3,1,0
931,2,0,0
932,-1,3,1
933,7,-2,0
934,4,-2,0
935,9,-3,0
936,10,-10,0
937,5,-5,0
938,5,-2,0
939,7,2,0
940,-3,3,1
941,10,-10,0
942,3,-6,0
943,3,-10,0
944,10,-10,0
945,10,-10,0
946,3,0,0
947,7,-9,0
948,6,-10,0
949,6,-9,0
950,0,-2,0
951,10,-8,0
952,-2,1,1
953,10,-10,0
954,10,-6,0
955,10,-7,0
956,10,-10,0
957,5,-4,0
958,4,-2,0
959,2,4,1
960,10,-10,0
961,7,-4,0
962,10,-8,0
963,8,-10,0
964,2,3,1
965,10,-5,0
966,1,-1,0
967,2,-6,0
968,-1,2,1
969,10,-10,0
970,2,-1,0
971,10,-9,0
972,10,-9,0
973,10,-10,0
974,-5,-3,1
975,10,-10,0
976,10,-10,0
977,10,-10,0
978,3,-2,0
979,7,-10,0
980,7,-8,0
981,10,-10,0
982,10,-10,0
983,3,-1,0
984,4,-4,0
985,2,0,0
986,10,-10,0
987,8,-7,0
988,0,1,1
989,6,-9,0
990,10,-10,0
991,10,-5,0
992,2,1,0
993,7,-4,0
994,-7,0,1
995,8,-6,0
996,-2,3,1
997,10,-9,0
998,6,-10,0
999,6,-1,0
1000,3,0,0
1001,9,-10,0
