sample_index,class0_sum,class1_sum,predicted_label
173,24,-18,0
174,2,-11,0
175,9,-1,0
176,11,-11,0
177,30,-30,0
178,15,-23,0
179,27,-20,0
180,5,-22,0
181,26,-14,0
182,30,-20,0
183,15,-15,0
184,3,0,0
185,14,-16,0
186,26,-17,0
187,30,-30,0
188,18,4,0
189,24,-30,0
190,13,-12,0
191,11,-22,0
192,30,-30,0
193,30,-30,0
194,19,-7,0
195,30,-30,0
196,22,-30,0
197,21,-26,0
198,8,-8,0
199,30,-30,0
200,18,-14,0
201,30,-30,0
202,17,-22,0
203,21,-19,0
204,7,-13,0
205,30,-15,0
206,27,-12,0
207,20,-9,0
208,18,-30,0
209,11,-2,0
210,9,-8,0
211,12,-13,0
212,15,-11,0
213,28,-22,0
214,9,-16,0
215,1,-7,0
216,19,-8,0
217,22,-27,0
218,30,-27,0
219,10,-5,0
220,16,-13,0
221,30,-21,0
222,30,-25,0
223,9,-4,0
224,21,-13,0
225,0,-21,0
226,30,-30,0
227,24,-13,0
228,15,-20,0
229,18,-15,0
230,30,-16,0
231,17,-10,0
232,23,-20,0
233,30,-20,0
234,24,-30,0
235,4,-11,0
236,26,-26,0
237,29,-27,0
238,22,-9,0
239,16,-25,0
240,10,-16,0
241,13,-4,0
242,9,-24,0
243,12,-5,0
244,23,-29,0
245,16,-3,0
246,24,-15,0
247,30,-30,0
248,30,-30,0
249,11,-2,0
250,12,-15,0
251,20,-5,0
252,28,-30,0
253,20,-10,0
254,30,-19,0
255,19,-18,0
256,30,-23,0
257,14,-15,0
258,22,-27,0
259,30,-25,0
260,11,-14,0
261,10,-7,0
262,17,-22,0
263,22,-16,0
264,23,-26,0
265,30,-29,0
266,10,2,0
267,23,-24,0
268,30,-30,0
269,22,-30,0
270,24,-20,0
271,16,-14,0
272,13,-13,0
273,7,-12,0
274,30,-30,0
275,29,-11,0
276,30,-30,0
277,12,-14,0
278,22,-15,0
279,30,-26,0
280,22,-30,0
281,26,-26,0
282,25,-23,0
283,5,-11,0
284,23,-22,0
285,16,-12,0
286,27,0,0
287,17,-18,0
288,11,-21,0
289,8,-6,0
290,13,-4,0
291,13,-13,0
292,30,-30,0
293,23,-19,0
294,16,-28,0
295,30,-28,0
296,14,-15,0
297,19,-7,0
298,7,-10,0
299,21,-17,0
300,15,-10,0
301,21,-24,0
302,25,-30,0
303,14,-6,0
304,1,-6,0
305,30,-30,0
306,8,-2,0
307,29,-25,0
308,7,-5,0
309,20,-10,0
310,25,-30,0
311,22,-12,0
312,12,-22,0
313,17,-2,0
314,8,-3,0
315,27,-18,0
316,24,-21,0
317,16,-7,0
318,23,-30,0
319,29,-17,0
320,14,-8,0
321,30,-30,0
322,5,-5,0
323,29,-17,0
324,13,0,0
325,26,-24,0
326,25,-30,0
327,13,-4,0
328,30,-28,0
329,12,-10,0
330,30,-27,0
331,23,-24,0
332,2,-9,0
333,14,-2,0
334,0,-7,0
335,30,-24,0
336,15,-24,0
337,25,-27,0
338,28,-30,0
339,-5,-1,1
340,13,-4,0
341,29,-30,0
342,30,-21,0
343,30,-28,0
344,30,-29,0
345,26,-12,0
346,23,-20,0
347,14,-12,0
348,27,-28,0
349,23,-26,0
350,30,-28,0
351,14,-6,0
352,19,-15,0
353,14,-6,0
354,16,-20,0
355,17,-12,0
356,30,-10,0
357,20,-5,0
358,18,-18,0
359,19,-15,0
360,5,-9,0
361,30,-29,0
362,20,-24,0
363,30,-30,0
364,30,-28,0
365,23,-10,0
366,10,-17,0
367,5,-7,0
368,21,-26,0
369,14,-4,0
370,17,-5,0
371,25,-27,0
372,18,-19,0
373,11,-8,0
374,5,-12,0
375,30,-30,0
376,30,-30,0
377,4,-4,0
378,27,-19,0
379,20,-25,0
380,12,-19,0
381,5,-7,0
382,4,-6,0
383,13,5,0
384,30,-27,0
385,20,-21,0
386,30,-28,0
387,19,-11,0
388,20,-20,0
389,18,-17,0
390,12,-18,0
391,8,-16,0
392,30,-30,0
393,25,-30,0
394,16,-19,0
395,30,-13,0
396,30,-26,0
397,30,-25,0
398,22,-25,0
399,20,-18,0
400,23,-21,0
401,21,-14,0
402,19,-17,0
403,30,-30,0
404,9,-2,0
405,11,-9,0
406,7,-16,0
407,15,-16,0
408,12,2,0
409,28,-25,0
410,25,-30,0
411,25,-30,0
412,23,-16,0
413,22,-17,0
414,30,-22,0
415,11,-8,0
416,25,-22,0
417,13,-10,0
418,30,-22,0
419,23,-30,0
420,30,-30,0
421,25,-6,0
422,25,-16,0
423,27,-22,0
424,13,-23,0
425,28,-19,0
426,13,-17,0
427,19,-23,0
428,21,-17,0
429,24,-21,0
430,30,-28,0
431,25,-15,0
432,14,-16,0
433,30,-30,0
434,15,-9,0
435,6,5,0
436,30,-24,0
437,24,-30,0
438,30,-30,0
439,19,-30,0
440,16,0,0
441,16,-20,0
442,22,-16,0
443,14,-14,0
444,18,-15,0
445,28,-21,0
446,12,-30,0
447,30,-30,0
448,25,-26,0
449,22,-28,0
450,23,-20,0
451,17,-14,0
452,-3,0,1
453,6,-7,0
454,22,-30,0
455,14,-6,0
456,13,2,0
457,19,-22,0
458,30,-6,0
459,27,-21,0
460,17,-19,0
461,25,-20,0
462,15,-16,0
463,19,-9,0
464,29,-21,0
465,30,-30,0
466,9,-25,0
467,30,-30,0
468,7,-11,0
469,11,-9,0
470,9,-7,0
471,30,-22,0
472,15,-17,0
473,30,-30,0
474,14,-6,0
475,19,-20,0
476,26,-26,0
477,14,-1,0
478,30,-24,0
479,6,-3,0
480,17,-29,0
481,15,1,0
482,30,-30,0
483,24,-30,0
484,19,-30,0
485,13,-20,0
486,30,-21,0
487,-2,-13,0
488,21,-27,0
489,26,-30,0
490,3,-10,0
491,23,-11,0
492,30,-25,0
493,18,-24,0
494,25,-30,0
495,21,-28,0
496,7,5,0
497,17,-14,0
498,21,-6,0
499,9,-5,0
500,30,-30,0
501,26,-25,0
502,27,-28,0
503,4,-3,0
504,23,-9,0
505,26,-29,0
506,30,-26,0
507,17,-14,0
508,19,-20,0
509,16,-13,0
510,-2,-30,0
511,20,-29,0
512,16,-11,0
513,6,-10,0
514,26,-19,0
515,7,-11,0
516,17,-13,0
517,20,-18,0
518,21,-19,0
519,30,-27,0
520,25,-20,0
521,30,-22,0
522,28,-19,0
523,18,-18,0
524,23,-30,0
525,30,-24,0
526,11,-4,0
527,27,-29,0
528,24,-13,0
529,13,-10,0
530,3,-6,0
531,15,-23,0
532,21,-30,0
533,9,-12,0
534,2,-2,0
535,23,-7,0
536,28,-11,0
537,30,-24,0
538,30,-27,0
539,19,-30,0
540,15,-9,0
541,30,-30,0
542,29,-8,0
543,24,-23,0
544,18,-13,0
545,26,-14,0
546,22,-14,0
547,18,-21,0
548,11,-12,0
549,30,-30,0
550,15,-16,0
551,10,-24,0
552,12,4,0
553,22,-19,0
554,30,-30,0
555,30,-30,0
556,30,-30,0
557,19,-13,0
558,26,-20,0
559,3,-12,0
560,17,-21,0
561,20,-9,0
562,10,-1,0
563,22,-30,0
564,25,-18,0
565,25,-30,0
566,30,-30,0
567,30,-18,0
568,10,-12,0
569,13,-19,0
570,12,-14,0
571,11,-16,0
572,19,-21,0
573,13,-12,0
574,18,-11,0
575,5,17,1
576,21,-22,0
577,27,-15,0
578,24,-11,0
579,20,-11,0
580,9,-10,0
581,30,-21,0
582,27,-19,0
583,11,-24,0
584,10,-1,0
585,20,-18,0
586,30,-30,0
587,30,-24,0
588,1,-15,0
589,29,-30,0
590,24,-22,0
591,26,-18,0
592,18,-2,0
593,27,-18,0
594,30,-26,0
595,25,-21,0
596,30,-30,0
597,30,-30,0
598,17,-30,0
599,14,-11,0
600,19,-23,0
601,30,-13,0
602,28,-27,0
603,26,-15,0
604,30,-30,0
605,4,-24,0
606,27,-27,0
607,11,-10,0
608,17,-30,0
609,30,-22,0
610,30,-30,0
611,11,1,0
612,6,-12,0
613,10,-3,0
614,17,-18,0
615,14,-4,0
616,29,-11,0
617,10,3,0
618,30,-30,0
619,23,-27,0
620,23,-22,0
621,10,-11,0
622,30,-21,0
623,22,-5,0
624,21,-17,0
625,30,-9,0
626,30,-15,0
627,30,-30,0
628,12,0,0
629,30,-28,0
630,16,-8,0
631,16,-26,0
632,28,-22,0
633,11,-15,0
634,4,-13,0
635,5,-14,0
636,29,-27,0
637,30,-21,0
638,29,-25,0
639,30,-30,0
640,14,-8,0
641,10,-20,0
642,15,-6,0
643,5,-11,0
644,22,-23,0
645,27,-24,0
646,22,-9,0
647,30,-21,0
648,30,-26,0
649,14,-14,0
650,30,-19,0
651,13,-15,0
652,25,-27,0
653,30,-30,0
654,2,-8,0
655,-1,-2,0
656,20,-25,0
657,30,-29,0
658,30,-30,0
659,30,-21,0
660,25,-15,0
661,30,-30,0
662,30,-30,0
663,11,-13,0
664,27,-30,0
665,20,-27,0
666,2,-13,0
667,8,-17,0
668,28,-20,0
669,14,-18,0
670,30,-30,0
671,30,-29,0
672,13,-14,0
673,18,-16,0
674,20,-17,0
675,30,-30,0
676,20,-22,0
677,30,-21,0
678,25,-23,0
679,22,-30,0
680,6,-23,0
681,19,-18,0
682,23,-30,0
683,22,-30,0
684,27,-26,0
685,30,-30,0
686,30,-15,0
687,10,-18,0
688,21,-30,0
689,24,-16,0
690,14,-20,0
691,19,-5,0
692,30,-30,0
693,30,-30,0
694,30,-17,0
695,12,-17,0
696,16,-18,0
697,19,-12,0
698,30,-29,0
699,30,-26,0
700,19,-3,0
701,18,-19,0
702,23,-23,0
703,29,-29,0
704,27,-22,0
705,16,-17,0
706,25,-24,0
707,21,-15,0
708,11,2,0
709,26,-30,0
710,30,-30,0
711,14,-22,0
712,24,-15,0
713,30,-22,0
714,7,-1,0
715,3,-6,0
716,11,-22,0
717,18,-27,0
718,30,-28,0
719,15,1,0
720,26,-24,0
721,30,-27,0
722,28,-26,0
723,4,-17,0
724,30,-28,0
725,16,-3,0
726,16,-8,0
727,5,-19,0
728,28,-24,0
729,5,-15,0
730,30,-30,0
731,11,-6,0
732,30,-11,0
733,30,-29,0
734,25,-6,0
735,20,-11,0
736,23,-20,0
737,30,-30,0
738,30,-30,0
739,30,-21,0
740,5,-26,0
741,30,-30,0
742,30,-22,0
743,27,-28,0
744,30,-30,0
745,21,-11,0
746,25,-28,0
747,16,-23,0
748,30,-25,0
749,13,-29,0
750,12,-12,0
751,30,-30,0
752,16,-26,0
753,3,-1,0
754,25,-11,0
755,6,-6,0
756,30,-23,0
757,6,-3,0
758,15,-26,0
759,30,-11,0
760,7,-6,0
761,9,-7,0
762,13,-30,0
763,30,-14,0
764,10,-14,0
765,12,-18,0
766,30,-19,0
767,17,-12,0
768,23,-10,0
769,10,-22,0
770,8,-25,0
771,24,-22,0
772,20,-21,0
773,30,-25,0
774,16,-12,0
775,19,-22,0
776,11,-22,0
777,17,-20,0
778,30,-19,0
779,7,-11,0
780,24,-29,0
781,24,-22,0
782,28,-11,0
783,28,-30,0
784,30,-30,0
785,21,-26,0
786,30,-30,0
787,26,-30,0
788,15,-18,0
789,29,-27,0
790,15,-25,0
791,30,-30,0
792,30,-19,0
793,26,-23,0
794,17,-13,0
795,26,-19,0
796,30,-30,0
797,16,-15,0
798,30,-15,0
799,27,-21,0
800,30,-29,0
801,30,-19,0
802,24,-9,0
803,10,-23,0
804,16,-11,0
805,15,-28,0
806,14,-9,0
807,25,-21,0
808,16,-30,0
809,30,-11,0
810,23,-30,0
811,17,-30,0
812,21,-18,0
813,18,-10,0
814,15,-24,0
815,22,-30,0
816,30,-27,0
817,30,-25,0
818,21,-16,0
819,12,-7,0
820,25,-26,0
821,-1,-4,0
822,18,-10,0
823,25,-15,0
824,13,-10,0
825,24,-30,0
826,19,-12,0
827,18,-15,0
828,10,-14,0
829,24,-17,0
830,22,-27,0
831,30,-27,0
832,12,-23,0
833,24,-30,0
834,26,-23,0
835,12,-12,0
836,19,-18,0
837,30,-28,0
838,4,-15,0
839,9,-6,0
840,26,-7,0
841,17,1,0
842,24,-30,0
843,-13,-6,1
844,28,-13,0
845,30,-28,0
846,-3,2,1
847,5,-28,0
848,30,-19,0
849,12,-11,0
850,11,-5,0
851,4,-4,0
852,26,-19,0
853,5,-11,0
854,20,-27,0
855,30,-20,0
856,30,-25,0
857,22,-6,0
858,19,-6,0
859,27,-18,0
860,25,-25,0
861,29,-21,0
862,18,-30,0
863,17,-25,0
864,18,-9,0
865,12,-8,0
866,19,-10,0
867,8,-5,0
868,29,-21,0
869,19,-20,0
870,30,-28,0
871,30,-26,0
872,21,-25,0
873,30,-14,0
874,15,-15,0
875,20,-8,0
876,20,-26,0
877,23,-21,0
878,30,-8,0
879,10,-10,0
880,9,-14,0
881,12,-18,0
882,19,-30,0
883,1,-7,0
884,16,-17,0
885,30,-23,0
886,30,-30,0
887,28,-16,0
888,25,-20,0
889,21,-24,0
890,13,-18,0
891,30,-26,0
892,8,7,0
893,28,-25,0
894,30,-30,0
895,27,-30,0
896,27,-22,0
897,19,-9,0
898,13,-11,0
899,30,-30,0
900,23,-18,0
901,27,-30,0
902,10,-12,0
903,24,-21,0
904,6,-20,0
905,30,-30,0
906,26,-30,0
907,11,7,0
908,23,-30,0
909,30,-30,0
910,26,-22,0
911,24,-10,0
912,30,-30,0
913,21,-10,0
914,15,-13,0
915,18,-11,0
916,21,-6,0
917,30,-30,0
918,10,-13,0
919,30,-23,0
920,11,3,0
921,19,-12,0
922,8,3,0
923,18,-26,0
924,8,-5,0
925,5,-10,0
926,25,-12,0
927,29,-28,0
928,0,-19,0
929,28,-23,0
930,13,-2,0
931,23,-14,0
932,21,-14,0
933,21,-7,0
934,22,-16,0
935,4,-4,0
936,14,-2,0
937,30,-10,0
938,30,-30,0
939,5,-16,0
940,13,-12,0
941,16,-27,0
942,15,-15,0
943,21,-23,0
944,26,-17,0
945,30,-23,0
946,19,-25,0
947,24,-20,0
948,26,-17,0
949,28,-5,0
950,30,-27,0
951,30,-25,0
952,18,-13,0
953,30,-30,0
954,24,-18,0
955,28,-27,0
956,30,-30,0
957,23,-28,0
958,20,-24,0
959,11,-11,0
960,17,-27,0
961,15,-25,0
962,22,-19,0
963,25,-7,0
964,7,5,0
965,30,-30,0
966,22,-10,0
967,25,-14,0
968,-15,4,1
969,24,-29,0
970,12,-9,0
971,30,-24,0
972,19,-9,0
973,29,-15,0
974,13,-8,0
975,28,-30,0
976,7,-14,0
977,30,-26,0
978,19,-21,0
979,30,-30,0
980,25,-30,0
981,30,-30,0
982,10,-16,0
983,4,14,1
984,13,-21,0
985,25,-15,0
986,30,-30,0
987,29,-30,0
988,12,-15,0
989,11,-10,0
990,9,-9,0
991,2,7,1
992,3,-2,0
993,28,-30,0
994,14,-13,0
995,22,-30,0
996,13,-6,0
997,24,-26,0
998,11,-13,0
999,20,-24,0
1000,24,-22,0
1001,28,-11,0
