sample_index,class0_sum,class1_sum,predicted_label
287,-8,10,1
288,14,-16,0
289,-30,25,1
290,-12,6,1
291,21,-7,0
292,30,-30,0
293,-19,15,1
294,11,-14,0
295,6,-5,0
296,16,-6,0
297,-30,27,1
298,-7,2,1
299,30,-30,0
300,12,-13,0
301,25,-30,0
302,30,-30,0
303,-7,-4,1
304,30,-30,0
305,-28,26,1
306,-5,10,1
307,-4,-1,1
308,-26,27,1
309,30,-30,0
310,-26,19,1
311,19,-18,0
312,-30,30,1
313,2,-1,0
314,17,-6,0
315,16,-12,0
316,30,-30,0
317,22,-26,0
318,29,-26,0
319,26,-22,0
320,30,-30,0
321,1,-4,0
322,16,-21,0
323,16,-19,0
324,22,-26,0
325,2,-3,0
326,26,-21,0
327,17,-15,0
328,23,-23,0
329,30,-28,0
330,-18,5,1
331,-9,1,1
332,16,-22,0
333,17,-15,0
334,27,-30,0
335,-15,12,1
336,30,-29,0
337,-29,25,1
338,-3,2,1
339,2,-5,0
340,17,-19,0
341,23,-30,0
342,10,-22,0
343,24,-18,0
344,0,8,1
345,30,-26,0
346,11,-11,0
347,22,-30,0
348,-19,20,1
349,-23,24,1
350,-10,10,1
351,-13,9,1
352,-30,30,1
353,11,-16,0
354,30,-30,0
355,30,-30,0
356,30,-30,0
357,-2,0,1
358,-10,13,1
359,-12,12,1
360,1,-14,0
361,30,-30,0
362,-24,29,1
363,3,3,0
364,-16,11,1
365,16,-10,0
366,-30,24,1
367,23,-23,0
368,-8,9,1
369,-17,14,1
370,-7,0,1
371,-8,11,1
372,-8,6,1
373,30,-30,0
374,18,-21,0
375,16,-21,0
376,-9,9,1
377,25,-25,0
378,23,-6,0
379,24,-24,0
380,30,-22,0
381,10,-2,0
382,-20,24,1
383,-30,30,1
384,30,-30,0
385,-27,22,1
386,28,-30,0
387,16,-21,0
388,30,-28,0
389,26,-29,0
390,-3,8,1
391,7,-6,0
392,-4,1,1
393,-2,-6,0
394,1,-8,0
395,21,-16,0
396,5,-10,0
397,2,-3,0
398,-30,29,1
399,14,-12,0
400,2,-8,0
401,-17,21,1
402,30,-22,0
403,-13,18,1
404,-27,27,1
405,30,-30,0
406,-6,4,1
407,-30,23,1
408,-11,13,1
409,30,-30,0
410,11,-16,0
411,-30,30,1
412,10,-10,0
413,-5,0,1
414,-24,13,1
415,-30,30,1
416,9,-4,0
417,-11,12,1
418,30,-30,0
419,30,-20,0
420,5,-14,0
421,23,-30,0
422,-19,17,1
423,10,-9,0
424,21,-12,0
425,-6,12,1
426,27,-29,0
427,20,-19,0
428,8,-11,0
429,-2,-4,0
430,25,-18,0
431,21,-18,0
432,24,-28,0
433,27,-26,0
434,6,-9,0
435,28,-24,0
436,30,-30,0
437,30,-30,0
438,30,-30,0
439,-7,13,1
440,-28,25,1
441,23,-14,0
442,-27,25,1
443,-30,27,1
444,30,-30,0
445,16,-25,0
446,21,-27,0
447,-11,15,1
448,30,-30,0
449,12,-13,0
450,-8,15,1
451,-9,11,1
452,29,-26,0
453,0,0,0
454,-30,27,1
455,12,-13,0
456,30,-30,0
457,11,-11,0
458,5,-9,0
459,-7,0,1
460,10,-12,0
461,30,-30,0
462,-2,-3,0
463,13,-12,0
464,30,-30,0
465,21,-18,0
466,17,-9,0
467,18,-29,0
468,11,-13,0
469,-17,15,1
470,30,-30,0
471,-6,4,1
472,-28,24,1
473,-18,17,1
474,30,-30,0
475,-1,-3,0
476,29,-29,0
477,-17,5,1
478,30,-30,0
479,-1,3,1
480,-19,8,1
481,30,-30,0
482,-30,30,1
483,18,-17,0
484,30,-30,0
485,-4,1,1
486,-27,21,1
487,8,-4,0
488,27,-20,0
489,-7,2,1
490,-30,30,1
491,-11,12,1
492,4,7,1
493,-22,27,1
494,-28,19,1
495,-30,30,1
496,2,-5,0
497,23,-24,0
498,5,-4,0
499,-10,13,1
500,15,-10,0
501,30,-30,0
502,28,-30,0
503,22,-22,0
504,-3,5,1
505,23,-17,0
506,15,-7,0
507,-30,26,1
508,9,-10,0
509,19,-15,0
510,27,-22,0
511,30,-30,0
512,30,-27,0
513,-13,12,1
514,23,-25,0
515,23,-15,0
516,0,1,1
517,-11,6,1
518,-1,-6,0
519,-29,29,1
520,23,-30,0
521,10,-8,0
522,-2,4,1
523,30,-30,0
524,-30,30,1
525,7,-11,0
526,11,-5,0
527,-20,20,1
528,5,-5,0
529,-8,1,1
530,-29,29,1
531,0,-1,0
532,-22,21,1
533,11,-13,0
534,-8,3,1
535,26,-30,0
536,30,-30,0
537,7,-15,0
538,-6,6,1
539,-30,29,1
540,-30,30,1
541,8,3,0
542,8,-5,0
543,15,-12,0
544,20,-12,0
545,-20,18,1
546,-30,30,1
547,30,-30,0
548,30,-30,0
549,4,-7,0
550,19,-17,0
551,24,-30,0
552,-30,30,1
553,3,-11,0
554,13,-18,0
555,12,-15,0
556,8,-13,0
557,27,-27,0
558,21,-23,0
559,26,-25,0
560,-30,30,1
561,29,-26,0
562,30,-30,0
563,30,-30,0
564,0,1,1
565,5,-9,0
566,-9,9,1
567,27,-30,0
568,-21,8,1
569,16,-12,0
570,23,-28,0
571,4,-6,0
572,-22,19,1
573,-11,5,1
574,18,-22,0
575,30,-30,0
576,-15,16,1
577,1,7,1
578,25,-20,0
579,9,-12,0
580,30,-30,0
581,-6,-3,1
582,-18,18,1
583,29,-23,0
584,-10,12,1
585,-20,28,1
586,12,-11,0
587,30,-30,0
588,-13,17,1
589,-8,11,1
590,6,-2,0
591,-30,30,1
592,9,-14,0
593,30,-28,0
594,-13,9,1
595,5,0,0
596,-29,27,1
597,17,-10,0
598,23,-22,0
599,30,-30,0
600,-14,13,1
601,27,-25,0
602,-30,29,1
603,4,-8,0
604,-15,15,1
605,19,-14,0
606,0,-4,0
607,2,-1,0
608,30,-23,0
609,-1,8,1
610,30,-30,0
611,0,1,1
612,-5,1,1
613,-30,30,1
614,17,-18,0
615,-16,18,1
616,21,-14,0
617,30,-27,0
618,17,-18,0
619,-14,20,1
620,17,-12,0
621,-9,5,1
622,-10,10,1
623,27,-21,0
624,22,-21,0
625,-21,15,1
626,-28,19,1
627,30,-20,0
628,30,-30,0
629,-14,15,1
630,5,-3,0
631,30,-30,0
632,6,-3,0
633,11,-9,0
634,8,0,0
635,29,-26,0
636,-30,30,1
637,7,-3,0
638,-28,26,1
639,16,-24,0
640,30,-30,0
641,16,-7,0
642,-14,10,1
643,30,-30,0
644,-30,29,1
645,-24,20,1
646,4,-1,0
647,10,-10,0
648,10,-11,0
649,30,-30,0
650,30,-21,0
651,-5,7,1
652,30,-30,0
653,-9,9,1
654,8,-7,0
655,7,-4,0
656,-13,22,1
657,30,-30,0
658,30,-30,0
659,-11,11,1
660,14,-13,0
661,10,-4,0
662,11,-15,0
663,23,-21,0
664,15,-12,0
665,-8,4,1
666,-10,3,1
667,-30,30,1
668,-16,21,1
669,23,-20,0
670,23,-11,0
671,26,-16,0
672,18,-22,0
673,-2,2,1
674,10,-14,0
675,-22,16,1
676,28,-30,0
677,9,-12,0
678,-6,0,1
679,26,-30,0
680,-8,9,1
681,30,-30,0
682,16,-6,0
683,-27,26,1
684,-15,16,1
685,29,-11,0
686,26,-21,0
687,25,-17,0
688,3,-3,0
689,-4,1,1
690,19,-24,0
691,24,-22,0
692,14,-20,0
693,9,-5,0
694,-29,30,1
695,-18,10,1
696,-26,30,1
697,-10,13,1
698,22,-23,0
699,29,-30,0
700,-9,3,1
701,-13,11,1
702,14,0,0
703,-8,6,1
704,30,-30,0
705,6,-18,0
706,-20,25,1
707,-2,1,1
708,-18,13,1
709,-19,18,1
710,30,-30,0
711,-19,10,1
712,-18,17,1
713,2,-5,0
714,21,-27,0
715,16,-12,0
716,8,-12,0
717,-2,1,1
718,4,2,0
719,-25,30,1
720,16,-7,0
721,-25,21,1
722,-30,30,1
723,-28,30,1
724,-30,30,1
725,3,-11,0
726,0,-2,0
727,12,-15,0
728,7,-4,0
729,-2,9,1
730,22,-18,0
731,-7,3,1
732,4,5,1
733,3,5,1
734,-22,24,1
735,-4,9,1
736,-23,14,1
737,-6,0,1
738,-19,25,1
739,30,-30,0
740,18,-12,0
741,13,-25,0
742,-20,24,1
743,-1,-1,0
744,-4,9,1
745,15,-17,0
746,15,-16,0
747,25,-22,0
748,17,-24,0
749,24,-30,0
750,-30,20,1
751,-8,6,1
752,-30,25,1
753,-30,19,1
754,29,-28,0
755,-1,-1,0
756,30,-30,0
757,-26,27,1
758,4,6,1
759,-21,19,1
760,22,-17,0
761,30,-30,0
762,19,-20,0
763,-25,25,1
764,-20,11,1
765,7,-3,0
766,-5,5,1
767,8,-8,0
768,25,-25,0
769,-1,2,1
770,-8,5,1
771,-29,27,1
772,30,-30,0
773,30,-30,0
774,22,-18,0
775,23,-14,0
776,26,-27,0
777,28,-27,0
778,-30,21,1
779,26,-27,0
780,-17,18,1
781,-17,23,1
782,6,-13,0
783,20,-16,0
784,30,-30,0
785,-22,19,1
786,19,-13,0
787,-30,28,1
788,30,-28,0
789,-17,16,1
790,-11,9,1
791,-5,5,1
792,-15,13,1
793,5,-7,0
794,30,-30,0
795,19,-28,0
796,23,-19,0
797,12,-22,0
798,9,-7,0
799,30,-30,0
800,3,2,0
801,-25,17,1
802,22,-20,0
803,15,-19,0
804,4,-14,0
805,5,-10,0
806,-30,30,1
807,30,-30,0
808,9,-11,0
809,28,-18,0
810,20,-17,0
811,23,-19,0
812,28,-30,0
813,15,-19,0
814,-30,30,1
815,-27,30,1
816,1,-6,0
817,30,-30,0
818,-23,30,1
819,-1,0,1
820,30,-30,0
821,27,-21,0
822,-13,11,1
823,-18,21,1
824,10,-10,0
825,17,-20,0
826,-5,4,1
827,3,-10,0
828,29,-30,0
829,-7,6,1
830,-4,12,1
831,16,-12,0
832,30,-22,0
833,30,-30,0
834,30,-20,0
835,25,-27,0
836,-25,23,1
837,13,-13,0
838,-13,6,1
839,21,-20,0
840,0,1,1
841,-23,23,1
842,18,-29,0
843,27,-30,0
844,9,-5,0
845,-11,10,1
846,10,-3,0
847,-30,26,1
848,16,-13,0
849,17,-19,0
850,30,-30,0
851,-2,6,1
852,-19,10,1
853,-12,18,1
854,4,-4,0
855,8,-25,0
856,-4,2,1
857,-17,17,1
858,19,-24,0
859,-13,11,1
860,30,-30,0
861,30,-29,0
862,30,-30,0
863,-2,0,1
864,-30,30,1
865,-9,12,1
866,-9,11,1
867,-4,2,1
868,-26,24,1
869,-25,25,1
870,0,-3,0
871,-30,30,1
872,-11,9,1
873,-1,9,1
874,30,-30,0
875,-26,27,1
876,2,-1,0
877,30,-30,0
878,30,-30,0
879,21,-12,0
880,-8,11,1
881,4,4,0
882,11,-3,0
883,1,-8,0
884,-7,9,1
885,28,-25,0
886,-8,2,1
887,2,-4,0
888,-14,9,1
889,25,-30,0
890,16,-20,0
891,30,-30,0
892,28,-19,0
893,5,-2,0
894,-12,6,1
895,-20,19,1
896,30,-30,0
897,30,-28,0
898,30,-30,0
899,17,-17,0
900,30,-23,0
901,12,-17,0
902,27,-21,0
903,15,-28,0
904,-2,2,1
905,10,-13,0
906,-27,24,1
907,30,-30,0
908,0,2,1
909,-15,11,1
910,30,-30,0
911,30,-30,0
912,6,-9,0
913,30,-30,0
914,-25,25,1
915,-29,22,1
916,30,-27,0
917,4,-1,0
918,-30,30,1
919,2,1,0
920,6,-9,0
921,-15,9,1
922,16,-12,0
923,-1,-2,0
924,20,-16,0
925,18,-18,0
926,0,-4,0
927,25,-21,0
928,-8,11,1
929,-30,30,1
930,-1,2,1
931,5,-5,0
932,16,-16,0
933,30,-29,0
934,10,-7,0
935,16,-9,0
936,13,-15,0
937,30,-30,0
938,-13,12,1
939,-13,10,1
940,-7,12,1
941,-1,3,1
942,10,-12,0
943,30,-30,0
944,-30,30,1
945,30,-30,0
946,-2,2,1
947,7,-6,0
948,-6,8,1
949,-27,24,1
950,19,-26,0
951,-30,26,1
952,15,-20,0
953,10,-2,0
954,29,-26,0
955,25,-30,0
956,-8,7,1
957,8,-7,0
958,26,-17,0
959,-20,24,1
960,-9,10,1
961,-10,2,1
962,-30,30,1
963,7,-8,0
964,22,-26,0
965,-7,7,1
966,3,-9,0
967,-30,26,1
968,2,-1,0
969,-30,30,1
970,9,-10,0
971,8,-5,0
972,30,-30,0
973,-25,23,1
974,-11,6,1
975,-30,27,1
976,-8,6,1
977,-14,18,1
978,-25,6,1
979,-26,22,1
980,0,0,0
981,-20,17,1
982,20,-18,0
983,4,-6,0
984,21,-30,0
985,-17,20,1
986,10,-11,0
987,0,-3,0
988,30,-30,0
989,-19,15,1
990,-5,11,1
991,30,-25,0
992,-15,24,1
993,30,-30,0
994,6,-10,0
995,30,-30,0
996,-17,10,1
997,-25,25,1
998,30,-30,0
999,-25,30,1
1000,19,-17,0
1001,-22,22,1
1002,5,10,1
1003,20,-28,0
1004,-7,14,1
1005,-18,15,1
1006,-15,15,1
1007,5,4,0
1008,-4,1,1
1009,14,-20,0
1010,-17,22,1
1011,-23,21,1
1012,7,-2,0
1013,-30,30,1
1014,30,-30,0
1015,17,-13,0
1016,4,8,1
1017,16,-19,0
1018,-10,16,1
1019,7,-11,0
1020,0,2,1
1021,-23,14,1
1022,-18,20,1
1023,23,-17,0
1024,30,-30,0
1025,11,-10,0
1026,-11,1,1
1027,-30,27,1
1028,30,-30,0
1029,18,-30,0
1030,9,-9,0
1031,-1,-9,0
1032,7,-16,0
1033,-14,9,1
1034,20,-7,0
1035,28,-30,0
1036,27,-21,0
1037,-15,13,1
1038,21,-17,0
1039,12,-20,0
1040,22,-26,0
1041,30,-30,0
1042,-2,-6,0
1043,-7,7,1
1044,-30,30,1
1045,25,-20,0
1046,4,-10,0
1047,-30,23,1
1048,-10,8,1
1049,-11,4,1
1050,-8,6,1
1051,14,-16,0
1052,-27,22,1
1053,3,-9,0
1054,-8,11,1
1055,17,-7,0
1056,18,-13,0
1057,24,-23,0
1058,22,-25,0
1059,-14,17,1
1060,-12,11,1
1061,-19,10,1
1062,-1,5,1
1063,30,-30,0
1064,17,-12,0
1065,-4,8,1
1066,0,4,1
1067,30,-30,0
1068,-30,24,1
1069,30,-29,0
1070,23,-29,0
1071,26,-27,0
1072,-30,27,1
1073,-6,0,1
1074,18,-21,0
1075,-21,23,1
1076,-21,21,1
1077,-18,13,1
1078,-30,30,1
1079,-8,7,1
1080,19,-28,0
1081,30,-30,0
1082,-5,5,1
1083,5,2,0
1084,15,-12,0
1085,30,-29,0
1086,30,-30,0
1087,22,-30,0
1088,12,-10,0
1089,30,-30,0
1090,-30,28,1
1091,-30,27,1
1092,16,-13,0
1093,-11,14,1
1094,30,-26,0
1095,30,-30,0
1096,13,-10,0
1097,23,-25,0
1098,-12,7,1
1099,11,-6,0
1100,6,-5,0
1101,-30,28,1
1102,-14,11,1
1103,-5,3,1
1104,-2,-5,0
1105,10,-8,0
1106,5,0,0
1107,2,-1,0
1108,3,-10,0
1109,-30,30,1
1110,1,2,1
1111,-30,30,1
1112,30,-30,0
1113,-16,14,1
1114,1,-5,0
1115,-4,-2,1
1116,14,-15,0
1117,3,-12,0
1118,25,-18,0
1119,20,-11,0
1120,30,-30,0
1121,30,-23,0
1122,-30,30,1
1123,16,-24,0
1124,17,-20,0
1125,3,-8,0
1126,-8,9,1
1127,-14,16,1
1128,26,-28,0
1129,-6,-2,1
1130,24,-22,0
1131,-19,11,1
1132,0,-7,0
1133,30,-30,0
1134,-26,24,1
1135,3,-11,0
1136,6,-2,0
1137,-10,10,1
1138,30,-20,0
1139,21,-22,0
1140,27,-28,0
1141,-17,13,1
1142,-16,9,1
1143,27,-22,0
1144,-30,30,1
1145,30,-30,0
1146,14,-7,0
1147,-10,4,1
1148,28,-23,0
1149,19,-12,0
1150,-1,-3,0
1151,23,-30,0
1152,-21,23,1
1153,-6,-2,1
1154,26,-19,0
1155,-7,7,1
1156,-30,30,1
1157,-30,23,1
1158,-23,21,1
1159,-23,14,1
1160,3,-6,0
1161,-3,3,1
1162,9,-9,0
1163,24,-21,0
1164,-3,2,1
1165,9,-10,0
1166,-18,12,1
1167,-17,7,1
1168,18,-14,0
1169,14,-15,0
1170,30,-30,0
1171,-7,14,1
1172,30,-30,0
1173,-9,4,1
1174,-22,22,1
1175,-30,26,1
1176,-21,12,1
1177,5,-3,0
1178,24,-30,0
1179,6,-3,0
1180,-12,14,1
1181,8,-16,0
1182,-30,30,1
1183,-6,3,1
1184,3,-10,0
1185,-22,24,1
1186,16,-13,0
1187,-8,14,1
1188,0,3,1
1189,6,2,0
1190,-20,17,1
1191,2,-5,0
1192,29,-30,0
1193,26,-25,0
1194,-6,5,1
1195,14,-12,0
1196,18,-14,0
1197,-14,14,1
1198,-1,-5,0
1199,-6,3,1
1200,-17,29,1
1201,30,-30,0
1202,4,3,0
1203,-13,18,1
1204,30,-30,0
1205,-23,24,1
1206,-12,13,1
1207,-15,16,1
1208,20,-11,0
1209,30,-30,0
1210,-8,5,1
1211,30,-30,0
1212,-8,1,1
1213,-24,26,1
1214,10,-6,0
1215,30,-24,0
1216,-26,22,1
1217,8,-2,0
1218,-30,30,1
1219,11,-12,0
1220,-22,13,1
1221,-5,12,1
1222,2,1,0
1223,-4,3,1
1224,30,-28,0
1225,30,-30,0
1226,16,-13,0
1227,1,10,1
1228,16,-7,0
1229,-8,14,1
1230,-2,0,1
1231,9,2,0
1232,-14,8,1
1233,-8,-2,1
1234,-13,10,1
1235,15,-23,0
1236,25,-30,0
1237,1,4,1
1238,-23,16,1
1239,-10,6,1
1240,-7,6,1
1241,-7,3,1
1242,5,-5,0
1243,-13,9,1
1244,30,-30,0
1245,27,-25,0
1246,30,-30,0
1247,13,-10,0
1248,-3,4,1
1249,12,-24,0
1250,5,-1,0
1251,6,-10,0
1252,30,-30,0
1253,-26,23,1
1254,-4,1,1
1255,10,-15,0
1256,-25,16,1
1257,20,-26,0
1258,3,-4,0
1259,-30,30,1
1260,-28,20,1
1261,-16,14,1
1262,-30,30,1
1263,-30,30,1
1264,-28,26,1
1265,-30,30,1
1266,-23,23,1
1267,30,-24,0
1268,25,-30,0
1269,19,-25,0
1270,15,-12,0
1271,-21,19,1
1272,18,-18,0
1273,29,-30,0
1274,30,-30,0
1275,25,-22,0
1276,-16,12,1
1277,7,-5,0
1278,-1,-5,0
1279,-12,15,1
1280,-2,-2,0
1281,-14,10,1
1282,-12,8,1
1283,11,-16,0
1284,13,-16,0
1285,-30,30,1
1286,-19,24,1
1287,-12,6,1
1288,-14,15,1
1289,28,-25,0
1290,28,-30,0
1291,-25,23,1
1292,17,-20,0
1293,0,-4,0
1294,-18,8,1
1295,-11,8,1
1296,-7,8,1
1297,-6,5,1
1298,-7,2,1
1299,-2,-3,0
1300,30,-30,0
1301,-11,13,1
1302,30,-30,0
1303,30,-30,0
1304,-10,9,1
1305,-13,18,1
1306,22,-25,0
1307,0,-9,0
1308,19,-15,0
1309,30,-30,0
1310,-11,9,1
1311,-30,30,1
1312,14,-18,0
1313,-24,28,1
1314,13,-15,0
1315,2,1,0
1316,30,-30,0
1317,-20,12,1
1318,27,-18,0
1319,-7,13,1
1320,17,-12,0
1321,7,-13,0
1322,-13,7,1
1323,-11,14,1
1324,24,-17,0
1325,30,-30,0
1326,29,-30,0
1327,-6,1,1
1328,30,-30,0
1329,15,-17,0
1330,30,-30,0
1331,7,-9,0
1332,-20,25,1
1333,26,-30,0
1334,21,-17,0
1335,-25,25,1
1336,18,-29,0
1337,23,-28,0
1338,30,-30,0
1339,21,-28,0
1340,-10,10,1
1341,-5,11,1
1342,28,-29,0
1343,-7,17,1
1344,-10,8,1
1345,14,-18,0
1346,4,-8,0
1347,-20,17,1
1348,5,-4,0
1349,-27,24,1
1350,20,-19,0
1351,-1,2,1
1352,14,-11,0
1353,29,-28,0
1354,1,8,1
1355,-6,7,1
1356,24,-27,0
1357,-30,29,1
1358,-13,11,1
1359,0,8,1
1360,30,-30,0
1361,-20,11,1
1362,29,-26,0
1363,-25,23,1
1364,1,-4,0
1365,-24,22,1
1366,-30,30,1
1367,-1,4,1
1368,-3,3,1
1369,-29,30,1
1370,17,-25,0
1371,-7,5,1
1372,-23,16,1
1373,18,-17,0
1374,-9,11,1
1375,-6,8,1
1376,-20,25,1
1377,30,-30,0
1378,-28,29,1
1379,19,-10,0
1380,2,-10,0
1381,30,-30,0
1382,-22,22,1
1383,-14,9,1
1384,-7,1,1
1385,25,-27,0
1386,12,-18,0
1387,-27,22,1
1388,30,-30,0
1389,25,-30,0
1390,24,-30,0
1391,23,-19,0
1392,14,-20,0
1393,30,-30,0
1394,30,-30,0
1395,14,-12,0
1396,-28,30,1
1397,-22,16,1
1398,-11,1,1
1399,-3,7,1
1400,13,-17,0
1401,14,-20,0
1402,30,-30,0
1403,30,-30,0
1404,-30,30,1
1405,5,-3,0
1406,-30,27,1
1407,-21,17,1
1408,-10,9,1
1409,-30,27,1
1410,-19,11,1
1411,24,-19,0
1412,-10,5,1
1413,-24,20,1
1414,-30,25,1
1415,18,-17,0
1416,30,-30,0
1417,-13,11,1
1418,12,-18,0
1419,-30,30,1
1420,23,-25,0
1421,14,-15,0
1422,-30,30,1
1423,28,-24,0
1424,-25,28,1
1425,18,-16,0
1426,30,-30,0
1427,-19,20,1
1428,14,-20,0
1429,-12,8,1
1430,6,-10,0
1431,21,-24,0
1432,-29,30,1
1433,16,-20,0
1434,16,-17,0
1435,-9,2,1
1436,7,-11,0
1437,14,-12,0
1438,18,-13,0
1439,-20,23,1
1440,18,-20,0
1441,30,-29,0
1442,30,-30,0
1443,15,-26,0
1444,-16,9,1
1445,29,-30,0
1446,8,-3,0
1447,-22,23,1
1448,24,-30,0
1449,30,-30,0
1450,26,-27,0
1451,21,-24,0
1452,30,-30,0
1453,30,-30,0
1454,-5,7,1
1455,10,-8,0
1456,30,-30,0
1457,-4,8,1
1458,-15,25,1
1459,-16,16,1
1460,12,-15,0
1461,-30,30,1
1462,30,-30,0
1463,0,-6,0
1464,-30,30,1
1465,-13,22,1
1466,7,-6,0
1467,-12,12,1
1468,16,-17,0
1469,25,-29,0
1470,15,-16,0
1471,-24,27,1
1472,6,-5,0
1473,16,-18,0
1474,16,-12,0
1475,0,8,1
1476,18,-4,0
1477,13,-22,0
1478,-1,-3,0
1479,9,-10,0
1480,-30,22,1
1481,-3,2,1
1482,-30,30,1
1483,7,-10,0
1484,30,-30,0
1485,11,-7,0
1486,17,-24,0
1487,-16,11,1
1488,-16,18,1
1489,30,-30,0
1490,-11,11,1
1491,13,-8,0
1492,-8,17,1
1493,2,-1,0
1494,10,-13,0
1495,9,-7,0
1496,22,-20,0
