sample_index,class0_sum,class1_sum,predicted_label
775,28,-30,0
776,-6,9,1
777,30,-30,0
778,30,-30,0
779,10,-16,0
780,-14,15,1
781,-8,2,1
782,14,-13,0
783,30,-30,0
784,11,-11,0
785,-6,3,1
786,16,-15,0
787,-30,26,1
788,4,-8,0
789,-14,11,1
790,-2,-2,0
791,6,0,0
792,-5,8,1
793,-5,5,1
794,22,-13,0
795,25,-26,0
796,18,-11,0
797,27,-26,0
798,28,-24,0
799,26,-30,0
800,5,-9,0
801,-17,13,1
802,-19,17,1
803,9,-11,0
804,26,-18,0
805,30,-30,0
806,-29,25,1
807,30,-30,0
808,17,-14,0
809,17,-16,0
810,2,1,0
811,19,-20,0
812,13,-13,0
813,30,-30,0
814,-21,15,1
815,-25,27,1
816,1,-8,0
817,27,-30,0
818,12,-17,0
819,5,-11,0
820,-11,8,1
821,9,-10,0
822,-22,22,1
823,-30,30,1
824,22,-18,0
825,23,-11,0
826,30,-30,0
827,12,-16,0
828,28,-30,0
829,14,-12,0
830,-9,11,1
831,21,-11,0
832,12,-24,0
833,21,-22,0
834,29,-26,0
835,7,-4,0
836,-25,24,1
837,30,-30,0
838,4,-1,0
839,13,-16,0
840,6,-2,0
841,8,-14,0
842,26,-27,0
843,29,-30,0
844,12,-10,0
845,1,9,1
846,17,-21,0
847,-24,23,1
848,23,-22,0
849,30,-28,0
850,7,-14,0
851,-8,1,1
852,-27,22,1
853,-13,17,1
854,-21,21,1
855,-4,2,1
856,-3,5,1
857,8,-15,0
858,29,-24,0
859,-6,-2,1
860,30,-30,0
861,30,-30,0
862,4,-11,0
863,15,-10,0
864,-15,14,1
865,-30,30,1
866,5,-7,0
867,19,-26,0
868,-15,13,1
869,7,-11,0
870,21,-24,0
871,-10,9,1
872,25,-24,0
873,-11,15,1
874,16,-13,0
875,-23,23,1
876,30,-30,0
877,13,-5,0
878,-12,9,1
879,14,-22,0
880,-30,30,1
881,8,-10,0
882,-10,5,1
883,-3,10,1
884,-1,-1,0
885,-23,19,1
886,-18,17,1
887,-4,5,1
888,1,1,0
889,26,-30,0
890,23,-16,0
891,25,-29,0
892,7,-10,0
893,5,-9,0
894,-1,1,1
895,-20,19,1
896,17,-23,0
897,29,-24,0
898,3,-4,0
899,12,-12,0
900,24,-26,0
901,30,-30,0
902,21,-24,0
903,20,-12,0
904,-13,18,1
905,-1,-2,0
906,-22,16,1
907,29,-24,0
908,-14,9,1
909,0,1,1
910,30,-30,0
911,30,-30,0
912,13,-5,0
913,26,-25,0
914,11,-8,0
915,-13,24,1
916,-3,0,1
917,-30,30,1
918,-13,10,1
919,30,-30,0
920,21,-28,0
921,-26,16,1
922,-2,-2,0
923,9,-8,0
924,19,-25,0
925,15,-16,0
926,-11,17,1
927,28,-24,0
928,16,-10,0
929,-29,27,1
930,27,-29,0
931,30,-27,0
932,11,-13,0
933,4,-3,0
934,-1,-1,0
935,9,-8,0
936,12,-8,0
937,6,-3,0
938,11,-13,0
939,6,-5,0
940,-8,12,1
941,-8,7,1
942,10,-9,0
943,30,-30,0
944,5,-7,0
945,6,-4,0
946,-18,13,1
947,-1,1,1
948,16,-24,0
949,7,-9,0
950,15,-22,0
951,-30,29,1
952,30,-30,0
953,-4,1,1
954,30,-30,0
955,21,-17,0
956,-13,12,1
957,20,-20,0
958,3,-1,0
959,-20,19,1
960,-4,6,1
961,9,-9,0
962,-5,4,1
963,30,-30,0
964,23,-21,0
965,30,-30,0
966,0,-1,0
967,-21,18,1
968,-10,11,1
969,-11,8,1
970,-7,11,1
971,30,-30,0
972,24,-18,0
973,-9,8,1
974,-5,1,1
975,-9,12,1
976,7,0,0
977,-30,25,1
978,-12,11,1
979,-7,12,1
980,30,-30,0
981,-10,20,1
982,14,-21,0
983,22,-17,0
984,26,-23,0
985,-24,24,1
986,15,-13,0
987,-24,24,1
988,14,-14,0
989,17,-16,0
990,2,-5,0
991,24,-19,0
992,-24,22,1
993,5,-3,0
994,14,-16,0
995,20,-12,0
996,-18,12,1
997,-11,11,1
998,20,-15,0
999,-15,13,1
1000,18,-16,0
1001,-1,1,1
1002,-3,8,1
1003,30,-30,0
1004,-23,16,1
1005,-2,10,1
1006,2,-1,0
1007,-4,3,1
1008,8,-4,0
1009,30,-24,0
1010,-19,20,1
1011,-19,18,1
1012,5,-8,0
1013,-16,17,1
1014,28,-25,0
1015,19,-22,0
1016,1,-1,0
1017,29,-29,0
1018,-24,27,1
1019,-21,19,1
1020,-18,14,1
1021,23,-24,0
1022,-12,12,1
1023,-21,22,1
1024,16,-25,0
1025,14,-9,0
1026,20,-16,0
1027,11,-10,0
1028,19,-14,0
1029,27,-30,0
1030,-4,5,1
1031,-5,3,1
1032,5,-9,0
1033,13,-17,0
1034,30,-30,0
1035,7,-2,0
1036,17,-17,0
1037,10,-8,0
1038,3,-11,0
1039,30,-30,0
1040,23,-18,0
1041,17,-20,0
1042,27,-30,0
1043,-2,2,1
1044,-22,21,1
1045,15,-21,0
1046,30,-30,0
1047,-29,28,1
1048,0,1,1
1049,9,-3,0
1050,1,-2,0
1051,-4,-1,1
1052,-15,12,1
1053,7,-10,0
1054,-2,-1,1
1055,-3,-1,1
1056,21,-15,0
1057,-1,2,1
1058,14,-15,0
1059,-13,17,1
1060,-7,11,1
1061,-11,10,1
1062,15,-18,0
1063,30,-30,0
1064,-5,0,1
1065,-7,14,1
1066,-2,3,1
1067,-3,4,1
1068,-30,26,1
1069,7,-13,0
1070,30,-30,0
1071,24,-21,0
1072,-1,-4,0
1073,9,-14,0
1074,15,-11,0
1075,-6,7,1
1076,-17,16,1
1077,-10,12,1
1078,-17,15,1
1079,22,-23,0
1080,29,-28,0
1081,30,-30,0
1082,-13,12,1
1083,23,-25,0
1084,18,-16,0
1085,19,-23,0
1086,30,-30,0
1087,17,-10,0
1088,18,-15,0
1089,30,-30,0
1090,-12,12,1
1091,-30,26,1
1092,19,-17,0
1093,20,-14,0
1094,19,-24,0
1095,30,-30,0
1096,-1,-8,0
1097,7,-17,0
1098,13,-13,0
1099,30,-30,0
1100,-6,8,1
1101,-28,28,1
1102,-11,10,1
1103,-13,9,1
1104,-3,6,1
1105,20,-18,0
1106,-7,14,1
1107,12,-18,0
1108,15,-21,0
1109,-9,8,1
1110,9,-8,0
1111,-15,17,1
1112,16,-24,0
1113,-28,27,1
1114,-8,6,1
1115,-3,6,1
1116,30,-30,0
1117,12,-9,0
1118,30,-30,0
1119,17,-7,0
1120,14,-19,0
1121,27,-27,0
1122,-19,21,1
1123,18,-26,0
1124,30,-30,0
1125,23,-21,0
1126,-22,24,1
1127,-30,27,1
1128,26,-17,0
1129,16,-13,0
1130,-9,7,1
1131,-19,23,1
1132,13,-17,0
1133,13,-20,0
1134,-8,2,1
1135,27,-30,0
1136,-20,20,1
1137,-10,16,1
1138,23,-23,0
1139,-24,23,1
1140,30,-30,0
1141,-4,10,1
1142,-30,27,1
1143,25,-27,0
1144,-28,21,1
1145,30,-30,0
1146,30,-30,0
1147,-2,2,1
1148,30,-30,0
1149,3,-3,0
1150,14,-16,0
1151,30,-30,0
1152,7,-6,0
1153,-25,26,1
1154,30,-30,0
1155,21,-16,0
1156,8,-10,0
1157,7,-8,0
1158,-14,14,1
1159,-26,26,1
1160,-15,11,1
1161,5,-6,0
1162,26,-17,0
1163,16,-13,0
1164,-10,9,1
1165,-16,24,1
1166,30,-30,0
1167,16,-24,0
1168,2,2,0
1169,-2,-3,0
1170,3,-4,0
1171,-2,-4,0
1172,4,1,0
1173,0,-6,0
1174,-6,9,1
1175,-7,6,1
1176,23,-21,0
1177,-11,10,1
1178,14,-8,0
1179,11,-9,0
1180,-3,2,1
1181,25,-28,0
1182,-30,30,1
1183,-1,3,1
1184,20,-16,0
1185,-30,30,1
1186,27,-30,0
1187,-14,11,1
1188,-24,19,1
1189,18,-21,0
1190,-26,25,1
1191,-5,0,1
1192,8,-8,0
1193,28,-26,0
1194,-9,12,1
1195,22,-25,0
1196,15,-20,0
1197,-10,4,1
1198,24,-20,0
1199,2,4,1
1200,-14,13,1
1201,18,-21,0
1202,3,-10,0
1203,-5,13,1
1204,30,-30,0
1205,-15,8,1
1206,-22,20,1
1207,-24,28,1
1208,-5,-8,0
1209,0,-9,0
1210,-7,3,1
1211,13,-24,0
1212,-1,2,1
1213,-12,15,1
1214,16,-11,0
1215,18,-24,0
1216,-11,10,1
1217,5,-8,0
1218,-21,14,1
1219,16,-21,0
1220,28,-26,0
1221,-2,0,1
1222,-4,9,1
1223,-17,19,1
1224,30,-30,0
1225,25,-28,0
1226,30,-23,0
1227,0,1,1
1228,5,-9,0
1229,3,-3,0
1230,6,-7,0
1231,-4,4,1
1232,-9,8,1
1233,4,-10,0
1234,-18,18,1
1235,30,-30,0
1236,13,-6,0
1237,-16,15,1
1238,-10,3,1
1239,30,-30,0
1240,24,-22,0
1241,-20,10,1
1242,-23,19,1
1243,-3,5,1
1244,18,-22,0
1245,5,-1,0
1246,-6,6,1
1247,5,-9,0
1248,23,-20,0
1249,20,-16,0
1250,16,-11,0
1251,0,-6,0
1252,17,-18,0
1253,-3,10,1
1254,-11,10,1
1255,5,-1,0
1256,-19,21,1
1257,30,-30,0
1258,2,2,0
1259,-22,16,1
1260,-14,13,1
1261,-5,6,1
1262,-4,2,1
1263,-17,22,1
1264,-21,23,1
1265,-21,22,1
1266,-30,30,1
1267,30,-30,0
1268,17,-13,0
1269,-2,-1,1
1270,-3,3,1
1271,-22,21,1
1272,16,-22,0
1273,26,-30,0
1274,30,-30,0
1275,10,-11,0
1276,-11,13,1
1277,3,-11,0
1278,13,-25,0
1279,-8,-1,1
1280,6,-11,0
1281,-22,20,1
1282,-27,26,1
1283,2,-11,0
1284,7,-16,0
1285,7,-5,0
1286,-11,7,1
1287,-19,21,1
1288,-16,9,1
1289,-13,15,1
1290,16,-10,0
1291,-30,30,1
1292,17,-11,0
1293,6,-9,0
1294,-6,-1,1
1295,-13,13,1
1296,11,-13,0
1297,8,-2,0
1298,-11,19,1
1299,-7,6,1
1300,19,-20,0
1301,-4,1,1
1302,22,-22,0
1303,9,-6,0
1304,6,-6,0
1305,-12,12,1
1306,16,-9,0
1307,-20,19,1
1308,30,-30,0
1309,20,-22,0
1310,-21,24,1
1311,-30,29,1
1312,30,-24,0
1313,-28,30,1
1314,-19,24,1
1315,-8,3,1
1316,18,-23,0
1317,-30,25,1
1318,9,-18,0
1319,-4,1,1
1320,3,-5,0
1321,-5,3,1
1322,-24,28,1
1323,-28,25,1
1324,-11,5,1
1325,30,-30,0
1326,30,-30,0
1327,17,-15,0
1328,12,-11,0
1329,30,-25,0
1330,12,-10,0
1331,-3,6,1
1332,-15,23,1
1333,7,0,0
1334,6,-6,0
1335,-19,18,1
1336,30,-30,0
1337,26,-30,0
1338,27,-26,0
1339,21,-16,0
1340,-27,22,1
1341,15,-16,0
1342,10,-16,0
1343,-24,25,1
1344,11,-12,0
1345,30,-30,0
1346,-7,-4,1
1347,-22,22,1
1348,30,-25,0
1349,-30,26,1
1350,30,-30,0
1351,2,-13,0
1352,18,-19,0
1353,13,-14,0
1354,5,-2,0
1355,19,-17,0
1356,8,-8,0
1357,-30,30,1
1358,-23,22,1
1359,-9,6,1
1360,6,-8,0
1361,-5,1,1
1362,5,-15,0
1363,-21,25,1
1364,30,-30,0
1365,-16,12,1
1366,-30,30,1
1367,30,-30,0
1368,8,-7,0
1369,-30,27,1
1370,-13,5,1
1371,-22,26,1
1372,-22,15,1
1373,25,-30,0
1374,-20,25,1
1375,14,-19,0
1376,-14,18,1
1377,8,-9,0
1378,-12,8,1
1379,1,-1,0
1380,12,-17,0
1381,13,-15,0
1382,-5,2,1
1383,16,-16,0
1384,-6,7,1
1385,15,-7,0
1386,10,-11,0
1387,-18,17,1
1388,29,-19,0
1389,30,-30,0
1390,19,-24,0
1391,5,-5,0
1392,30,-26,0
1393,-3,4,1
1394,22,-25,0
1395,30,-29,0
1396,-30,30,1
1397,-30,28,1
1398,-10,13,1
1399,-16,14,1
1400,30,-29,0
1401,3,-9,0
1402,19,-17,0
1403,30,-30,0
1404,-10,10,1
1405,-11,15,1
1406,1,-5,0
1407,-29,30,1
1408,-7,11,1
1409,21,-18,0
1410,-10,9,1
1411,10,-6,0
1412,-8,11,1
1413,-22,15,1
1414,-12,19,1
1415,30,-30,0
1416,8,-5,0
1417,-25,27,1
1418,10,-7,0
1419,-30,30,1
1420,30,-30,0
1421,30,-30,0
1422,-23,19,1
1423,20,-23,0
1424,2,-3,0
1425,26,-30,0
1426,30,-23,0
1427,0,8,1
1428,7,2,0
1429,22,-21,0
1430,7,-8,0
1431,30,-30,0
1432,-25,18,1
1433,12,-18,0
1434,4,2,0
1435,-11,8,1
1436,13,-15,0
1437,-10,14,1
1438,-3,0,1
1439,-12,14,1
1440,-16,6,1
1441,30,-30,0
1442,14,-12,0
1443,25,-26,0
1444,-12,24,1
1445,26,-27,0
1446,-10,6,1
1447,-19,18,1
1448,27,-23,0
1449,26,-28,0
1450,30,-30,0
1451,17,-21,0
1452,9,-7,0
1453,12,-13,0
1454,4,-8,0
1455,0,-9,0
1456,22,-19,0
1457,-11,15,1
1458,-17,18,1
1459,-15,17,1
1460,12,-23,0
1461,-17,18,1
1462,20,-30,0
1463,-4,6,1
1464,-26,27,1
1465,-12,12,1
1466,21,-23,0
1467,-23,23,1
1468,-2,3,1
1469,-4,1,1
1470,15,-9,0
1471,-7,10,1
1472,11,-16,0
1473,16,-15,0
1474,8,2,0
1475,-9,8,1
1476,8,-9,0
1477,12,-17,0
1478,2,-7,0
1479,-13,16,1
1480,1,-5,0
1481,22,-25,0
1482,-19,14,1
1483,26,-28,0
1484,30,-30,0
1485,-30,24,1
1486,24,-16,0
1487,-4,4,1
1488,-19,18,1
1489,22,-24,0
1490,-10,7,1
1491,7,-7,0
1492,-1,0,1
1493,-11,9,1
1494,11,-11,0
