sample_index,class0_sum,class1_sum,predicted_label
142,-16,13,1
143,11,-22,0
144,2,6,1
145,7,-7,0
146,7,-12,0
147,7,-3,0
148,18,-15,0
149,17,-15,0
150,-10,2,1
151,-2,3,1
152,2,-13,0
153,-2,-1,1
154,18,-17,0
155,1,-3,0
156,23,-20,0
157,-13,6,1
158,8,-3,0
159,-1,-4,0
160,11,-6,0
161,-20,21,1
162,8,-11,0
163,18,-6,0
164,0,0,0
165,-7,1,1
166,1,-4,0
167,2,-7,0
168,4,-6,0
169,5,-5,0
170,-5,6,1
171,-17,19,1
172,-10,2,1
173,-11,9,1
174,-17,12,1
175,-14,18,1
176,-2,3,1
177,2,-2,0
178,11,-12,0
179,0,7,1
180,-7,-2,1
181,3,-5,0
182,15,-24,0
183,14,-9,0
184,-3,-3,0
185,-3,5,1
186,4,-3,0
187,1,-5,0
188,12,-9,0
189,0,4,1
190,2,-9,0
191,-5,5,1
192,-13,9,1
193,-10,3,1
194,13,-9,0
195,11,-15,0
196,-10,5,1
197,20,-14,0
198,13,-11,0
199,-1,-3,0
200,3,-8,0
201,-26,29,1
202,-23,24,1
203,7,-3,0
204,-5,4,1
205,17,-13,0
206,-12,1,1
207,12,-9,0
208,14,-11,0
209,-10,8,1
210,19,-12,0
211,0,4,1
212,16,-10,0
213,10,-11,0
214,7,-4,0
215,19,-12,0
216,5,0,0
217,-29,29,1
218,-11,21,1
219,20,-13,0
220,4,-5,0
221,1,-8,0
222,-3,4,1
223,12,-9,0
224,2,-4,0
225,-19,13,1
226,17,-16,0
227,18,-20,0
228,21,-18,0
229,16,-2,0
230,0,-10,0
231,-17,20,1
232,5,-7,0
233,2,11,1
234,-3,6,1
235,-15,15,1
236,9,-13,0
237,-11,9,1
238,-9,1,1
239,8,-13,0
240,-2,-5,0
241,8,-1,0
242,7,-11,0
243,-10,4,1
244,12,-15,0
245,-10,3,1
246,5,-10,0
247,1,-5,0
248,18,-13,0
249,-10,10,1
250,12,-18,0
251,4,-4,0
252,8,1,0
253,-3,8,1
254,-1,-6,0
255,-10,9,1
256,2,-10,0
257,-9,9,1
258,-7,18,1
259,-10,5,1
260,-2,-2,0
261,1,1,0
262,3,4,1
263,5,-8,0
264,-3,6,1
265,-13,10,1
266,13,-10,0
267,-5,2,1
268,15,-13,0
269,7,-4,0
270,26,-10,0
271,11,-7,0
272,-4,-1,1
273,15,-11,0
274,-12,18,1
275,2,-5,0
276,-17,18,1
277,9,-10,0
278,7,3,0
279,-2,-5,0
280,-22,24,1
281,-1,9,1
282,5,-14,0
283,-30,30,1
284,-12,11,1
285,-9,12,1
286,-6,1,1
287,-18,11,1
288,3,1,0
289,-20,19,1
290,-12,13,1
291,9,-8,0
292,8,-3,0
293,-2,0,1
294,11,-8,0
295,2,-5,0
296,9,1,0
297,-24,23,1
298,12,-5,0
299,7,-11,0
300,-8,4,1
301,9,-6,0
302,13,-13,0
303,5,-8,0
304,7,-11,0
305,-21,18,1
306,-1,0,1
307,-5,10,1
308,-2,9,1
309,7,-11,0
310,-22,19,1
311,5,-1,0
312,-25,17,1
313,6,-4,0
314,-1,-7,0
315,14,-16,0
316,4,-16,0
317,13,-11,0
318,7,-3,0
319,11,-18,0
320,14,-16,0
321,22,-19,0
322,5,-9,0
323,16,-12,0
324,3,-14,0
325,-1,1,1
326,-6,-6,0
327,-2,-3,0
328,4,-6,0
329,5,-7,0
330,-4,8,1
331,-13,9,1
332,12,-17,0
333,7,-7,0
334,7,-8,0
335,-2,-3,0
336,8,-9,0
337,-16,28,1
338,1,0,0
339,8,-10,0
340,10,-4,0
341,8,-3,0
342,-6,3,1
343,14,-9,0
344,-5,0,1
345,16,-12,0
346,11,-7,0
347,7,-5,0
348,5,-1,0
349,-13,20,1
350,-14,15,1
351,-8,-12,0
352,-17,14,1
353,11,-11,0
354,-2,-6,0
355,9,-6,0
356,5,-4,0
357,6,-10,0
358,6,-6,0
359,-7,6,1
360,6,-6,0
361,6,-4,0
362,-10,6,1
363,12,-6,0
364,-17,19,1
365,-9,3,1
366,-9,13,1
367,14,-11,0
368,-3,-3,0
369,2,-2,0
370,4,-1,0
371,-5,6,1
372,-4,6,1
373,15,-13,0
374,6,-15,0
375,-4,1,1
376,-10,8,1
377,13,-15,0
378,6,-7,0
379,-4,2,1
380,6,-8,0
381,-1,-5,0
382,-7,17,1
383,-28,30,1
384,22,-21,0
385,-13,14,1
386,8,-3,0
387,8,-6,0
388,30,-26,0
389,13,-10,0
390,-14,8,1
391,9,-7,0
392,3,-1,0
393,2,4,1
394,5,0,0
395,18,-13,0
396,13,-15,0
397,29,-22,0
398,-17,17,1
399,1,-4,0
400,-1,-1,0
401,5,-3,0
402,13,-24,0
403,9,-9,0
404,-27,21,1
405,6,-5,0
406,6,-9,0
407,-11,15,1
408,6,-2,0
409,18,-16,0
410,13,-17,0
411,-25,18,1
412,13,-12,0
413,2,4,1
414,-14,24,1
415,-22,19,1
416,-6,11,1
417,5,-1,0
418,15,-12,0
419,11,-8,0
420,5,-5,0
421,17,-4,0
422,-2,11,1
423,1,-6,0
424,19,-12,0
425,-4,4,1
426,12,-6,0
427,10,-12,0
428,-5,0,1
429,-1,-10,0
430,18,-6,0
431,12,-10,0
432,18,-15,0
433,3,-5,0
434,-3,4,1
435,9,-6,0
436,13,-4,0
437,20,-16,0
438,20,-9,0
439,-12,6,1
440,2,8,1
441,12,-4,0
442,1,7,1
443,-6,-1,1
444,9,-6,0
445,5,0,0
446,9,-8,0
447,8,-5,0
448,15,-6,0
449,11,-7,0
450,0,7,1
451,-10,-6,1
452,9,-7,0
453,10,-11,0
454,-30,30,1
455,11,-1,0
456,14,-18,0
457,1,-7,0
458,6,-12,0
459,-5,6,1
460,9,-5,0
461,12,-2,0
462,0,-2,0
463,22,-19,0
464,14,-8,0
465,7,-8,0
466,7,-9,0
467,14,-15,0
468,5,-10,0
469,-8,-10,0
470,18,-13,0
471,-16,26,1
472,-6,13,1
473,-25,24,1
474,20,-8,0
475,14,-15,0
476,3,-1,0
477,-4,7,1
478,10,-11,0
479,-3,-3,0
480,-7,-1,1
481,4,-13,0
482,-12,10,1
483,8,-14,0
484,1,-6,0
485,-4,7,1
486,-16,25,1
487,2,-2,0
488,16,-1,0
489,7,-13,0
490,4,2,0
491,-13,18,1
492,-5,2,1
493,-11,17,1
494,-17,12,1
495,-24,21,1
496,3,-12,0
497,22,-18,0
498,-4,-6,0
499,-2,7,1
500,12,-9,0
501,12,-14,0
502,7,-6,0
503,1,-7,0
504,-8,8,1
505,17,-9,0
506,11,-10,0
507,-30,24,1
508,4,-7,0
509,11,-11,0
510,20,-11,0
511,12,-8,0
512,6,1,0
513,-6,1,1
514,19,-20,0
515,13,-4,0
516,-14,9,1
517,-28,21,1
518,12,-8,0
519,-30,30,1
520,16,-10,0
521,-3,9,1
522,-1,-4,0
523,11,-13,0
524,-30,30,1
525,16,-8,0
526,18,-15,0
527,4,-9,0
528,8,-3,0
529,0,-1,0
530,-7,11,1
531,7,-5,0
532,-4,3,1
533,13,-14,0
534,4,-15,0
535,5,-4,0
536,10,-5,0
537,16,-16,0
538,-2,-2,0
539,0,8,1
540,-23,13,1
541,-5,1,1
542,12,-9,0
543,5,-12,0
544,27,-27,0
545,-15,5,1
546,-24,23,1
547,9,3,0
548,7,-2,0
549,14,-13,0
550,7,-7,0
551,28,-16,0
552,-10,18,1
553,21,-12,0
554,13,-9,0
555,12,-7,0
556,13,-10,0
557,7,-10,0
558,2,-1,0
559,14,-8,0
560,-2,1,1
561,18,-9,0
562,10,-15,0
563,-4,-15,0
564,12,-17,0
565,13,-14,0
566,-7,7,1
567,18,-17,0
568,-14,20,1
569,-2,1,1
570,9,-9,0
571,7,-10,0
572,-7,1,1
573,18,-10,0
574,12,-6,0
575,7,-4,0
576,-14,19,1
577,-11,13,1
578,16,-12,0
579,11,-9,0
580,6,-14,0
581,9,-8,0
582,7,-7,0
583,-3,-6,0
584,8,-6,0
585,2,5,1
586,2,3,1
587,4,-5,0
588,-13,14,1
589,-4,9,1
590,-4,4,1
591,-11,13,1
592,29,-16,0
593,10,-14,0
594,0,-4,0
595,4,-14,0
596,-21,21,1
597,9,-11,0
598,3,-1,0
599,4,5,1
600,-2,2,1
601,18,-18,0
602,-29,26,1
603,14,-14,0
604,-17,9,1
605,5,-5,0
606,-1,-1,0
607,3,-6,0
608,12,-9,0
609,-22,19,1
610,7,-12,0
611,-24,27,1
612,-4,6,1
613,-7,3,1
614,2,0,0
615,-2,-3,0
616,-3,-4,0
617,3,-3,0
618,10,1,0
619,-6,1,1
620,10,-6,0
621,4,-3,0
622,-1,7,1
623,11,-13,0
624,28,-19,0
625,-14,10,1
626,-8,21,1
627,7,-7,0
628,2,1,0
629,10,-13,0
630,-1,2,1
631,22,-23,0
632,7,3,0
633,9,-2,0
634,10,-7,0
635,10,-5,0
636,-13,16,1
637,0,-10,0
638,-30,30,1
639,6,-6,0
640,22,-27,0
641,-4,-2,1
642,30,-25,0
643,17,-23,0
644,-11,16,1
645,-17,16,1
646,1,-5,0
647,16,-16,0
648,4,-7,0
649,6,-5,0
650,13,-30,0
651,5,2,0
652,8,-9,0
653,5,-9,0
654,10,-6,0
655,8,-9,0
656,-16,9,1
657,12,-9,0
658,7,-16,0
659,-5,8,1
660,0,-4,0
661,4,-8,0
662,11,-3,0
663,7,0,0
664,-4,0,1
665,-2,-4,0
666,11,3,0
667,-16,13,1
668,1,2,1
669,24,-21,0
670,6,-2,0
671,16,-18,0
672,27,-19,0
673,0,-1,0
674,9,-8,0
675,-6,2,1
676,8,-9,0
677,10,-12,0
678,21,-20,0
679,7,-4,0
680,-11,2,1
681,11,-7,0
682,12,-4,0
683,24,-15,0
684,-22,19,1
685,12,-15,0
686,-2,8,1
687,12,-5,0
688,9,-13,0
689,5,-2,0
690,15,-15,0
691,11,-10,0
692,13,-14,0
693,1,-3,0
694,-15,11,1
695,-7,3,1
696,-23,21,1
697,7,-2,0
698,13,-13,0
699,16,-13,0
700,6,-2,0
701,-10,14,1
702,1,-6,0
703,-15,5,1
704,11,-6,0
705,7,-4,0
706,-18,12,1
707,14,-11,0
708,-17,15,1
709,-25,22,1
710,2,-9,0
711,17,-9,0
712,0,0,0
713,15,-14,0
714,9,-13,0
715,3,-8,0
716,15,-14,0
717,7,-4,0
718,5,3,0
719,2,-1,0
720,1,-13,0
721,-17,14,1
722,-8,20,1
723,2,6,1
724,-30,30,1
725,27,-22,0
726,-2,7,1
727,20,-25,0
728,0,-1,0
729,12,-9,0
730,5,-6,0
731,6,-6,0
732,-2,5,1
733,-5,3,1
734,-6,4,1
735,-6,13,1
736,1,1,0
737,-6,0,1
738,-8,8,1
739,11,-7,0
740,14,-11,0
741,14,0,0
742,-10,11,1
743,-2,-5,0
744,5,2,0
745,18,-12,0
746,11,-4,0
747,8,-12,0
748,8,-11,0
749,5,-13,0
750,-30,30,1
751,4,-8,0
752,-9,3,1
753,-21,27,1
754,23,-15,0
755,15,-15,0
756,5,-3,0
757,-12,5,1
758,-1,-1,0
759,-13,18,1
760,8,-2,0
761,4,-8,0
762,7,2,0
763,-25,26,1
764,-3,5,1
765,14,-11,0
766,3,1,0
767,3,7,1
768,7,-3,0
769,6,-3,0
770,-10,10,1
771,-15,21,1
772,11,-11,0
773,1,-13,0
774,3,-5,0
775,7,-11,0
776,10,-10,0
777,12,-6,0
778,-11,14,1
779,6,-7,0
780,-11,7,1
781,-3,0,1
782,-1,-5,0
783,-2,-2,0
784,15,-17,0
785,14,-9,0
786,5,-8,0
787,-22,22,1
788,4,-7,0
789,-13,13,1
790,4,-7,0
791,7,-10,0
792,-1,-5,0
793,10,-5,0
794,18,-11,0
795,20,-20,0
796,0,-2,0
797,2,-6,0
798,19,-24,0
799,9,-10,0
800,-2,-1,1
801,-16,13,1
802,19,-18,0
803,2,-12,0
804,10,-5,0
805,12,-21,0
806,-20,8,1
807,12,-5,0
808,6,-12,0
809,17,-17,0
810,4,0,0
811,7,-14,0
812,10,-12,0
813,11,-15,0
814,2,-2,0
815,-18,17,1
816,-3,1,1
817,9,-7,0
818,-7,6,1
819,7,-6,0
820,0,-13,0
821,4,-4,0
822,-9,11,1
823,-21,13,1
824,2,-7,0
825,11,-1,0
826,-1,2,1
827,2,1,0
828,12,-15,0
829,14,-6,0
830,-3,5,1
831,4,-3,0
832,17,-7,0
833,8,-15,0
834,18,-14,0
835,4,-9,0
836,-3,2,1
837,14,-10,0
838,-24,23,1
839,15,-17,0
840,-1,-7,0
841,-14,10,1
842,15,-18,0
843,5,-7,0
844,10,-9,0
845,2,-7,0
846,5,2,0
847,-27,27,1
848,13,-18,0
849,7,-3,0
850,18,-14,0
851,7,-7,0
852,-4,8,1
853,2,5,1
854,13,-15,0
855,5,-4,0
856,1,-2,0
857,9,-6,0
858,12,-13,0
859,14,-16,0
860,9,-10,0
861,6,-4,0
862,12,-9,0
863,22,-13,0
864,-17,13,1
865,2,-7,0
866,-9,10,1
867,4,3,0
868,-22,24,1
869,-2,-8,0
870,6,-3,0
871,-20,16,1
872,6,-2,0
873,5,-3,0
874,8,-4,0
875,-11,11,1
876,2,-4,0
877,24,-19,0
878,15,-7,0
879,8,-14,0
880,-13,13,1
881,-1,-5,0
882,10,-5,0
883,19,-15,0
884,6,-5,0
885,10,-8,0
886,-6,4,1
887,1,-4,0
888,-3,-5,0
889,8,-1,0
890,6,-2,0
891,12,-9,0
892,8,0,0
893,2,-5,0
894,13,-8,0
895,6,-15,0
896,4,-13,0
897,18,-11,0
898,6,-4,0
899,10,-13,0
900,5,-9,0
901,11,-7,0
902,10,-7,0
903,7,1,0
904,0,0,0
905,12,-13,0
906,-15,10,1
907,9,-15,0
908,9,0,0
909,5,-2,0
910,8,-13,0
911,10,-9,0
912,14,-7,0
913,25,-20,0
914,-5,5,1
915,-10,14,1
916,9,-13,0
917,-2,-4,0
918,-1,-1,0
919,7,-12,0
920,5,-6,0
921,-12,16,1
922,0,-13,0
923,5,3,0
924,3,-7,0
925,18,-13,0
926,0,4,1
927,4,-2,0
928,9,-11,0
929,-30,24,1
930,13,-7,0
931,0,1,1
932,-8,7,1
933,21,-21,0
934,-2,-2,0
935,30,-26,0
936,28,-21,0
937,11,-14,0
938,-12,9,1
939,-1,6,1
940,-10,7,1
941,11,-9,0
942,1,-1,0
943,25,-18,0
944,-22,19,1
945,16,-12,0
946,-13,13,1
947,-13,12,1
948,17,-16,0
949,1,-5,0
950,9,-18,0
951,-28,30,1
952,4,-3,0
953,0,3,1
954,14,-8,0
955,7,-6,0
956,-2,3,1
957,0,2,1
958,9,-6,0
959,-4,9,1
960,-7,9,1
961,-6,5,1
962,2,-4,0
963,5,1,0
964,15,-12,0
965,-18,16,1
966,-9,5,1
967,-21,17,1
968,2,7,1
969,-14,3,1
970,-2,9,1
971,17,-15,0
972,1,-4,0
973,-1,0,1
974,-8,-1,1
975,-17,24,1
976,0,-1,0
977,4,-2,0
978,0,0,0
979,-3,-2,1
980,0,-6,0
981,-12,8,1
982,21,-19,0
983,19,-16,0
984,-5,8,1
985,-16,18,1
986,11,-18,0
987,-8,4,1
988,6,-11,0
989,-6,5,1
990,-11,7,1
991,28,-27,0
992,-7,4,1
993,0,-1,0
994,9,-7,0
995,13,-3,0
996,5,-12,0
997,-18,15,1
998,5,-15,0
999,-15,22,1
1000,10,-12,0
1001,-10,12,1
1002,-5,2,1
1003,6,-7,0
1004,-10,13,1
1005,1,-6,0
1006,-2,5,1
1007,2,-2,0
1008,4,-8,0
1009,4,-3,0
1010,-11,10,1
1011,-24,16,1
1012,-3,-6,0
1013,-30,30,1
1014,19,-15,0
1015,-6,1,1
1016,-1,6,1
1017,6,-8,0
1018,0,5,1
1019,3,-5,0
1020,12,-6,0
1021,2,5,1
1022,-6,4,1
1023,-3,-5,0
1024,13,-8,0
1025,6,-11,0
1026,8,-7,0
1027,-2,4,1
1028,10,-9,0
1029,9,-8,0
1030,7,-6,0
1031,23,-24,0
1032,4,1,0
1033,16,-15,0
1034,0,1,1
1035,11,-16,0
1036,7,-18,0
1037,6,10,1
1038,12,-3,0
1039,5,-10,0
1040,16,-3,0
1041,20,-15,0
1042,12,-10,0
1043,7,-3,0
1044,-5,4,1
1045,16,-15,0
1046,9,-8,0
1047,-10,12,1
1048,1,-2,0
1049,7,-3,0
1050,4,7,1
1051,-2,-2,0
1052,-24,25,1
1053,12,-6,0
1054,-2,3,1
1055,2,-6,0
1056,-7,6,1
1057,-2,0,1
1058,-3,-5,0
1059,16,-10,0
1060,-13,-1,1
1061,1,-1,0
1062,17,-14,0
1063,15,-13,0
1064,4,-7,0
1065,-1,0,1
1066,-5,1,1
1067,5,-4,0
1068,-14,19,1
1069,0,-3,0
1070,16,-4,0
1071,-11,0,1
1072,-3,6,1
1073,4,0,0
1074,16,-9,0
1075,14,-5,0
1076,-4,5,1
1077,-8,5,1
1078,-13,17,1
1079,5,-5,0
1080,12,-17,0
1081,18,0,0
1082,0,6,1
1083,4,-5,0
1084,15,-16,0
1085,19,-18,0
1086,11,-15,0
1087,2,2,0
1088,19,-13,0
1089,2,0,0
1090,-3,4,1
1091,-8,16,1
1092,10,-14,0
1093,19,-17,0
1094,10,-8,0
1095,11,-10,0
1096,8,-12,0
1097,14,-3,0
1098,-8,11,1
1099,13,-11,0
1100,12,-17,0
1101,-27,26,1
1102,-13,6,1
1103,1,1,0
1104,10,-10,0
1105,14,-13,0
1106,-13,12,1
1107,10,-5,0
1108,3,-15,0
1109,-6,6,1
1110,-2,-2,0
1111,-4,8,1
1112,5,-2,0
1113,-15,14,1
1114,-4,-2,1
1115,-19,11,1
1116,7,-8,0
1117,7,-10,0
1118,11,-11,0
1119,16,-1,0
1120,0,-14,0
1121,8,2,0
1122,-24,24,1
1123,15,-13,0
1124,7,-11,0
1125,-6,6,1
1126,-2,0,1
1127,-14,8,1
1128,14,-24,0
1129,7,10,1
1130,11,-7,0
1131,1,9,1
1132,5,-7,0
1133,16,-23,0
1134,-4,11,1
1135,9,-12,0
1136,-14,7,1
1137,-5,-5,0
1138,5,3,0
1139,12,-11,0
1140,4,-5,0
1141,0,-3,0
1142,-8,8,1
1143,11,-3,0
1144,-13,7,1
1145,5,-8,0
1146,13,-13,0
1147,0,2,1
1148,11,-19,0
1149,5,-16,0
1150,-2,-8,0
1151,7,-11,0
1152,-23,21,1
1153,-21,21,1
1154,3,-12,0
1155,-12,5,1
1156,0,-7,0
1157,-2,11,1
1158,-4,7,1
1159,-5,11,1
1160,6,-4,0
1161,1,-3,0
1162,-4,-2,1
1163,17,-12,0
1164,8,-7,0
1165,-8,1,1
1166,-4,9,1
1167,6,-3,0
1168,-2,2,1
1169,4,1,0
1170,7,-14,0
1171,-7,-2,1
1172,21,-10,0
1173,-11,10,1
1174,4,1,0
1175,0,1,1
1176,-7,6,1
1177,-1,0,1
1178,16,-13,0
1179,17,-13,0
1180,-8,11,1
1181,4,-3,0
1182,-30,30,1
1183,12,-13,0
1184,9,-6,0
1185,7,-1,0
1186,19,-17,0
1187,8,-5,0
1188,-10,6,1
1189,9,-9,0
1190,-16,11,1
1191,-1,-6,0
1192,8,0,0
1193,16,-14,0
1194,4,4,0
1195,19,-15,0
1196,15,-8,0
1197,-24,19,1
1198,2,-1,0
1199,-7,7,1
1200,-2,7,1
1201,11,-13,0
1202,25,-22,0
1203,-2,0,1
1204,-5,-4,1
1205,2,2,0
1206,7,1,0
1207,10,-8,0
1208,3,-5,0
1209,7,-3,0
1210,0,4,1
1211,3,-9,0
1212,1,10,1
1213,-4,11,1
1214,9,-5,0
1215,3,-3,0
1216,1,-1,0
1217,8,-17,0
1218,-30,30,1
1219,15,-16,0
1220,6,-4,0
1221,3,-6,0
1222,-4,6,1
1223,-7,6,1
1224,8,0,0
1225,18,-18,0
1226,6,-7,0
1227,8,-7,0
1228,20,-20,0
1229,-4,-1,1
1230,-3,0,1
1231,-9,2,1
1232,-7,8,1
1233,11,-18,0
1234,-1,0,1
1235,11,-5,0
1236,8,-16,0
1237,17,-20,0
1238,10,-6,0
1239,-7,9,1
1240,4,0,0
1241,-23,13,1
1242,10,-4,0
1243,-5,5,1
1244,7,-2,0
1245,17,-11,0
1246,7,-8,0
1247,12,-15,0
1248,8,-15,0
1249,1,-2,0
1250,-3,8,1
1251,7,-16,0
1252,7,-4,0
1253,-21,25,1
1254,10,-13,0
1255,4,-6,0
1256,13,-1,0
1257,14,-12,0
1258,-9,-2,1
1259,-5,4,1
1260,-10,15,1
1261,-7,4,1
1262,-30,22,1
1263,-10,12,1
1264,-19,18,1
1265,-27,28,1
1266,-10,10,1
1267,21,-18,0
1268,6,-6,0
1269,-5,13,1
1270,3,-10,0
1271,-19,22,1
1272,13,-10,0
1273,10,-12,0
1274,23,-14,0
1275,15,-11,0
1276,-5,4,1
1277,12,-7,0
1278,4,-1,0
1279,1,2,1
1280,5,-3,0
1281,4,-2,0
1282,-3,5,1
1283,18,-13,0
1284,-6,0,1
1285,-15,13,1
1286,-11,10,1
1287,-20,23,1
1288,1,-1,0
1289,2,0,0
1290,6,-17,0
1291,-7,12,1
1292,5,-8,0
1293,3,-2,0
1294,0,-2,0
1295,-10,14,1
1296,8,-7,0
1297,8,-14,0
1298,-7,9,1
1299,-3,-4,0
1300,18,-13,0
1301,1,-5,0
1302,7,-3,0
1303,11,-13,0
1304,2,-2,0
1305,-15,13,1
1306,6,-15,0
1307,2,-7,0
1308,13,-9,0
1309,7,-7,0
1310,-9,16,1
1311,-21,22,1
1312,7,-7,0
1313,-20,18,1
1314,1,-1,0
1315,18,-15,0
1316,11,-9,0
1317,-8,7,1
1318,2,0,0
1319,3,-1,0
1320,2,-8,0
1321,6,-21,0
1322,-8,-3,1
1323,-6,8,1
1324,10,-10,0
1325,9,-12,0
1326,9,-14,0
1327,9,-7,0
1328,8,-11,0
1329,9,-7,0
1330,7,-8,0
1331,5,-12,0
1332,-10,4,1
1333,1,-2,0
1334,8,-5,0
1335,5,-8,0
1336,13,-5,0
1337,26,-23,0
1338,11,-3,0
1339,12,-11,0
1340,-11,15,1
1341,-2,-4,0
1342,-9,-4,1
1343,-11,6,1
1344,11,-8,0
1345,11,-11,0
1346,7,1,0
1347,-2,9,1
1348,3,-9,0
1349,-16,16,1
1350,14,-11,0
1351,11,-3,0
1352,-1,-3,0
1353,5,-9,0
1354,1,-3,0
1355,10,-4,0
1356,12,-12,0
1357,-18,19,1
1358,-18,12,1
1359,-8,4,1
1360,4,-13,0
1361,-1,6,1
1362,12,-9,0
1363,-21,23,1
1364,21,-14,0
1365,-6,5,1
1366,-20,19,1
1367,-3,3,1
1368,8,3,0
1369,-2,3,1
1370,2,-5,0
1371,5,5,0
1372,0,6,1
1373,11,-9,0
1374,0,3,1
1375,5,-5,0
1376,-12,9,1
1377,9,-9,0
1378,-22,19,1
1379,-1,2,1
1380,5,-9,0
1381,9,-12,0
1382,-21,22,1
1383,-2,6,1
1384,-4,7,1
1385,-2,-8,0
1386,14,-17,0
1387,0,11,1
1388,17,-16,0
1389,4,-17,0
1390,4,3,0
1391,15,-10,0
1392,13,-6,0
1393,6,-2,0
1394,10,-7,0
1395,6,-2,0
1396,-5,3,1
1397,-10,12,1
1398,12,-10,0
1399,5,-5,0
1400,15,-19,0
1401,-7,-4,1
1402,-3,-4,0
1403,6,-20,0
1404,-7,3,1
1405,3,2,0
1406,-9,16,1
1407,1,-4,0
1408,7,0,0
1409,9,-6,0
1410,-7,12,1
1411,14,-10,0
1412,-1,5,1
1413,-7,9,1
1414,-3,3,1
1415,21,-8,0
1416,7,-6,0
1417,-13,18,1
1418,5,-6,0
1419,-24,23,1
1420,12,-12,0
1421,7,-11,0
1422,-20,19,1
1423,8,-9,0
1424,1,8,1
1425,0,-6,0
1426,1,-4,0
1427,-15,14,1
1428,4,5,1
1429,1,-6,0
1430,10,-11,0
1431,16,-17,0
1432,-10,15,1
1433,18,-20,0
1434,1,-4,0
1435,-14,10,1
1436,4,-3,0
1437,4,-1,0
1438,13,-11,0
1439,10,-6,0
1440,13,-13,0
1441,3,-12,0
1442,15,-4,0
1443,7,-4,0
1444,1,2,1
1445,16,-10,0
1446,12,-7,0
1447,-5,7,1
1448,22,-18,0
1449,2,-5,0
1450,18,-12,0
1451,10,-8,0
1452,8,-4,0
1453,5,-6,0
1454,-2,8,1
1455,13,-9,0
1456,9,-4,0
1457,-1,4,1
1458,-7,10,1
1459,-4,8,1
1460,-1,-9,0
1461,-11,19,1
1462,10,-11,0
1463,-3,1,1
1464,-13,16,1
1465,-9,1,1
1466,18,-5,0
1467,9,-6,0
1468,6,-7,0
1469,12,-12,0
1470,23,-24,0
1471,-13,1,1
1472,0,8,1
1473,1,1,0
1474,-12,17,1
1475,-9,12,1
1476,7,-8,0
1477,17,-7,0
1478,-3,6,1
1479,12,-15,0
1480,-7,-1,1
1481,6,-7,0
1482,-2,7,1
1483,-2,5,1
1484,11,-10,0
1485,1,-1,0
1486,13,-6,0
1487,-6,7,1
1488,-15,10,1
1489,9,-9,0
1490,-3,1,1
1491,11,-13,0
1492,8,-4,0
1493,11,-7,0
1494,0,-2,0
1495,1,-3,0
1496,24,-18,0
1497,-2,-3,0
1498,7,-9,0
