sample_index,Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,predicted_label
133,-10,-10,-8,-10,-10,-10,-10,-6,-10,-10,7
134,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,8
135,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
136,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
137,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
138,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
139,-10,-10,-10,-10,-1,-10,-10,-10,-10,-10,4
140,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
141,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,7
142,-10,-10,-3,-10,-10,-10,-10,-10,-10,-10,2
143,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
144,-10,-10,-10,-10,-10,-10,-10,-5,-10,-10,7
145,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
146,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,8
147,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
148,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
149,-10,-10,4,-10,-10,-10,-10,-10,-10,-10,2
150,-10,-10,-10,-10,-10,-10,-10,-10,-10,4,9
151,-10,-10,-10,-10,-10,-10,-10,-10,-9,-10,8
152,-10,-10,-10,-10,-10,9,-10,-10,-10,-10,5
153,-10,-10,-10,-10,-10,8,-10,-10,-10,-10,5
154,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
155,-10,-10,-10,-10,-10,7,-10,-10,-10,-10,5
156,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
157,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
158,-10,-10,-10,-3,-10,-10,-10,-10,-10,-10,3
159,-10,-10,-10,-10,4,-10,-9,-10,-10,-10,4
160,-10,-10,-10,-10,-2,-10,-4,-10,-10,-10,4
161,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
162,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,5
163,-10,-10,-10,-10,9,-10,-10,-10,-10,-10,4
164,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
165,-10,-10,-10,-10,-10,5,-10,-10,-10,-10,5
166,-10,-10,-10,-10,7,-10,-10,-10,-10,-10,4
167,-10,-10,-10,-10,-10,-5,-10,-10,-10,-10,5
168,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
169,-10,-10,-10,-10,4,-10,-10,-10,-10,-10,4
170,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,4
171,-10,-10,-10,-10,-10,-10,-10,-7,-10,-10,7
172,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
173,-10,-10,-10,5,-10,-10,-10,-10,-10,-10,3
174,-10,-10,6,-8,-10,-10,-10,-10,-10,-10,2
175,-10,-10,-7,-10,-10,-10,-10,-9,-10,-10,2
176,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
177,-10,-10,-10,-10,-10,-10,-10,-10,5,-10,8
178,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
179,-10,-10,-10,-10,-10,-10,-10,-10,6,-10,8
180,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
181,-10,-10,-10,-10,-10,-10,-10,-10,8,-10,8
182,-10,-10,-10,-10,-10,-4,-10,-10,-5,-10,5
183,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
184,-10,-10,-10,-4,-10,-10,-10,-10,-8,-10,3
185,-10,-10,-10,-10,-10,-10,-10,-10,-10,-4,9
186,-10,-10,8,-10,-10,-10,-10,-10,-10,-10,2
187,-10,-10,-10,-10,-10,0,-10,-10,-10,-10,5
188,4,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
189,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
190,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
191,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
192,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
193,-10,-10,-10,-10,-10,-10,-10,-10,-10,-8,9
194,8,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
195,-10,-10,-10,-9,-10,-10,-10,-10,-10,-10,3
196,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
197,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
198,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,4
199,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
200,-10,-10,-10,7,-10,-10,-10,-10,-10,-10,3
201,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
202,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
203,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
204,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
205,-10,-10,-10,5,-10,-10,-10,-10,-10,-10,3
206,-10,-10,-10,-10,-10,-10,-10,-10,-9,-8,9
207,-10,-10,-10,-10,-10,-1,-10,-10,-10,-10,5
208,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
209,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,9
210,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,4
211,-10,-10,-10,-10,-7,-8,-10,-10,-10,-10,4
212,-10,-10,-10,-10,-10,-10,-10,-10,-10,3,9
213,-10,-10,-10,-8,-10,-10,-10,-10,-10,-10,3
214,-10,-10,-10,-10,-10,-10,-10,-10,-8,-1,9
215,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
216,-10,-10,-9,4,-10,-10,-10,-10,-10,-10,3
217,-10,-10,-10,-10,-10,-10,1,-10,-1,-10,6
218,-10,-10,-10,-10,-10,0,-10,-10,-10,-10,5
219,-10,-10,-10,-10,-10,3,-10,-10,-10,-10,5
220,-10,-10,-10,-10,-10,-10,-10,0,-10,-10,7
221,-10,-10,-1,-10,-10,-10,-10,-10,-10,-10,2
222,-10,-10,9,-10,-10,-10,-10,-10,-10,-10,2
223,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,7
224,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
225,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
226,-10,-10,-10,-10,-10,-10,-10,-10,9,-10,8
227,-10,-10,-10,-10,7,-10,-10,-10,-10,-10,4
228,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
229,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,7
230,-10,-10,-10,-1,-10,-10,-10,-10,-10,-10,3
231,-10,-10,-10,-5,-10,-10,-10,-10,-5,-10,3
232,-10,-10,-10,-10,-10,-10,-10,-10,3,-10,8
233,-10,-10,-10,-10,-10,-10,-10,-9,-2,-10,8
234,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,7
235,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,9
236,-10,-10,3,-8,-10,-10,-10,-10,-10,-10,2
237,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
238,-10,-10,-10,-10,8,-10,-10,-10,-10,-10,4
239,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
240,-10,-10,-10,-10,-10,9,-10,-10,-10,-10,5
241,-10,-10,-10,-10,-10,-10,-10,-10,-10,-3,9
242,-10,-10,-10,-10,-10,-10,-10,-9,0,-10,8
243,-10,-10,-10,-10,-10,-10,-10,-5,-10,-10,7
244,-10,-10,6,-10,-10,-10,-10,-10,-10,-10,2
245,-10,-10,-10,-3,-10,-10,-10,-10,-10,-10,3
246,8,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
247,-10,-10,-9,-10,-9,-10,-3,-10,-10,-10,6
248,-10,-10,-10,-10,9,-10,-10,-10,-10,-10,4
249,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
250,-10,-10,-10,-10,0,-10,-10,-10,-10,-10,4
251,-10,8,-10,-10,-10,-10,-10,-10,-10,-10,1
252,-10,-10,-10,-10,-10,-10,-10,-10,-10,6,9
253,-10,-10,-10,-10,-10,7,-10,-10,-10,-10,5
254,-10,-10,-10,-10,-10,-10,-10,8,-10,-10,7
255,-10,-10,-10,-10,-10,-10,-10,3,-10,-10,7
256,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
257,-10,-10,-10,-8,-10,-10,-10,-10,-3,-10,8
258,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
259,-10,-10,-10,-10,-10,-10,7,-10,-10,-10,6
260,-10,-10,-10,-10,-10,-10,-10,-10,7,-10,8
261,-10,-10,-9,-10,-10,-1,-10,-10,-8,-10,5
262,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,7
263,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,7
264,-10,-10,-10,-10,-10,-10,-10,-10,-10,-7,9
265,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
266,-10,-10,-10,-10,-10,-10,-10,-10,-5,-10,8
267,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
268,-10,-10,-10,-4,-10,-10,-10,-10,-3,-10,8
269,5,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
270,-10,-10,-10,6,-10,-10,-10,-10,-10,-10,3
271,8,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
272,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
273,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,9
274,-10,-10,-10,-10,-10,-10,-10,-10,-10,0,9
275,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,4
276,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
277,-10,-10,-10,-10,-10,-10,-10,-10,4,-10,8
278,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
279,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
280,-10,-10,2,-10,-10,-10,-10,-10,-10,-10,2
281,-10,-10,-10,-10,-10,-10,-10,-10,-10,3,9
282,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
283,-10,-10,-10,-10,-10,9,-10,-10,-10,-10,5
284,-10,-10,-10,-10,-10,-10,-10,-10,-10,6,9
285,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
286,-10,-10,-10,-10,-10,-10,3,-10,-10,-10,6
287,-10,-10,-10,-10,-7,-10,-10,-10,-10,-9,4
288,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
289,-10,-10,-10,-10,-10,6,-10,-10,-10,-10,5
290,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
291,-10,-10,3,-10,-10,-10,-10,-10,-10,-10,2
292,-10,-10,-10,-10,-10,-10,-10,-10,-10,-3,9
293,-10,-10,2,-10,-10,-10,-10,-10,-10,-10,2
294,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
295,-10,-10,-10,-10,9,-10,-10,-10,-10,-10,4
296,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
297,8,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
298,-10,-10,9,-10,-10,-10,-10,-10,-10,-10,2
299,-10,-10,-10,-10,-10,-10,-10,-10,9,-10,8
300,-10,-10,-10,-10,-1,-10,-6,-10,-10,-10,4
301,-10,-10,-7,-10,-10,-10,-10,1,-10,-10,7
302,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
303,-10,-10,7,-10,-10,-10,-10,-6,-10,-10,2
304,-10,-10,-10,-10,1,-10,-10,-10,-10,-10,4
305,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
306,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
307,-10,-10,-10,-10,-10,-10,-10,-4,-10,-10,7
308,-10,-10,-10,-10,1,-10,-10,-10,-10,-10,4
309,-10,-10,-10,0,-10,-10,-10,-10,-10,-10,3
310,-10,-10,-10,1,-10,-10,-10,-10,-10,-10,3
311,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
312,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
313,-10,-10,-10,4,-10,-10,-10,-10,-10,-10,3
314,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
315,-10,-10,-10,-10,-10,-10,-10,-10,-10,7,9
316,-10,-10,-10,-10,-10,-10,5,-10,-10,-10,6
317,-10,-10,-10,-10,-10,2,-10,-10,-10,-10,5
318,-10,-10,-9,-3,-10,-10,-10,-10,-10,-10,3
319,-10,-10,-10,-10,-10,1,-10,-10,-10,-10,5
320,-10,-10,-10,-10,-10,-10,-10,-8,-10,-10,7
321,-10,-10,0,-10,-10,-10,-10,2,-10,-10,7
322,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,9
323,-10,-10,-10,8,-10,-10,-10,-10,-10,-10,3
324,-2,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
325,-10,-10,-10,-10,-1,-10,-7,-10,-10,-10,4
326,-10,-7,3,-10,-10,-10,-10,-10,-10,-10,2
327,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
328,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
329,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
330,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
331,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
332,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
333,-10,-10,-10,-10,-10,9,-10,-10,-10,-10,5
334,-10,-10,-10,5,-10,-10,-10,-10,-10,-10,3
335,-10,-10,-10,-6,-10,-10,-10,-10,-10,-10,3
336,-10,-10,-10,-10,-10,-10,-10,-10,-10,6,9
337,-10,-10,-10,-10,-10,-10,-10,-2,-10,-10,7
338,-10,-10,-10,-10,-10,-10,-10,-10,-2,-10,8
339,-10,-10,-10,-10,-10,-10,-1,-10,-10,-10,6
340,-10,-10,-10,-10,-10,-6,-10,-10,-10,-10,5
341,-10,-10,-10,-10,-9,-10,3,-10,-10,-10,6
342,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
343,-10,-10,-10,5,-10,-10,-10,-10,-10,-10,3
344,-10,-10,-10,-10,-10,-10,-10,-10,5,-10,8
345,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
346,4,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
347,-10,-10,-10,-10,-10,-10,-10,-10,-3,-10,8
348,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
349,-10,-10,-9,-4,-10,-10,-10,-10,-7,-10,3
350,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
351,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,5
352,-10,-10,-10,-9,-10,-1,-10,-10,-10,-10,5
353,-10,-10,-10,-10,-10,-10,7,-10,-10,-10,6
354,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
355,-10,-10,-10,-10,-10,-10,-10,-10,-2,-10,8
356,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,5
357,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
358,-10,-10,-10,-10,-6,-10,-10,-7,-10,-10,4
359,-10,-10,-10,-10,0,-10,-10,-10,-10,-10,4
360,-10,-10,-10,-10,-4,-10,-10,-7,-10,-10,4
361,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
362,-10,-10,-4,-10,-10,-10,-10,-5,-10,-10,2
363,-10,-10,5,-10,-10,-10,-10,-10,-10,-10,2
364,-10,-10,-10,-10,-10,9,-10,-10,-10,-10,5
365,8,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
366,-10,-10,-10,-10,-10,-10,8,-10,-10,-10,6
367,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,5
368,-10,-10,-10,-10,-10,-10,6,-10,-10,-10,6
369,-10,-10,-10,5,-10,-10,-10,-10,-10,-10,3
370,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,7
371,-10,-10,1,-10,-10,-10,-10,-10,-10,-10,2
372,8,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
373,-10,-10,-2,-10,-10,-10,-10,-10,-5,-10,2
374,-10,-10,-10,-10,-10,-10,-10,-10,2,-10,8
375,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,5
376,-10,-10,-10,-10,3,-10,-10,-10,-10,-10,4
377,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
378,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
379,-10,-10,-10,-10,4,-10,-10,-10,-10,-10,4
380,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
381,-10,-10,-5,-5,-10,-10,-10,-10,-10,-10,2
382,-10,-10,-10,4,-10,-10,-10,-10,-10,-10,3
383,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,7
384,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
385,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
386,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
387,-10,-10,7,-10,-10,-10,-10,-10,-10,-10,2
388,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
389,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,9
390,-7,-10,0,-10,-10,-10,-10,-10,-10,-10,2
391,-10,-10,-6,-10,-10,-10,-10,-10,-1,-10,8
392,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
393,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
394,-10,-10,-10,-10,-10,-10,-10,-10,-10,4,9
395,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,5
396,-10,-10,8,-10,-10,-10,-10,-10,-10,-10,2
397,-10,-10,-10,-10,-10,3,-10,-10,-10,-10,5
398,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,4
399,-10,-6,-10,-10,1,-10,-10,-10,-10,-10,4
400,-10,-10,0,-10,-10,-10,-10,-10,-10,-10,2
401,-10,-10,-10,-7,-10,-10,-10,-10,6,-10,8
402,-10,-10,-7,-2,-10,-10,-10,-10,-10,-10,3
403,-10,-10,-10,-10,-10,-10,-10,-10,2,-10,8
404,-10,-10,3,-10,-10,-10,-10,-10,-10,-10,2
405,-10,-10,-10,-10,6,-10,-10,-10,-10,-10,4
406,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
407,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
408,-6,-10,-10,-7,-10,-10,-10,-10,-10,-10,0
409,-10,6,-10,-10,-10,-10,-10,-10,-10,-10,1
410,-10,-10,-10,-10,-10,-10,-10,8,-10,-10,7
411,-10,-10,-10,-10,-10,-10,-10,-2,-10,-10,7
412,-10,-10,-10,-10,-10,-10,-10,-10,-6,-10,8
413,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,7
414,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,9
415,-10,-10,-10,-10,-10,-10,-10,-1,-10,-10,7
416,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
